text,sector_code,Housing DK,Homelessness DK,Transitional DK,Incremental DK,Social DK,Market DK,Urban DK,Rural DK,Housing AI,Homelessness AI,Transitional AI,Incremental AI,Social AI,Market AI,Urban AI,Rural AI,thoughts AI
"FIGHT FOR PEACE INTERNATIONAL Primary goal (Comic Relief): Children and young people at risk. Related issues (Comic Relief): NULL. Summary: In Mare favela, one of the most dangerous slums in Rio de Janeiro, Brazil, drug-related gun violence is the primary cause of death of young people. Key drivers for youth participation in crime and violence include poverty, low levels of education, social marginalisation, violence from state forces and armed groups, dysfunctional families, and a lack of leisure facilities. This project will extend a tried and tested approach that offers personal development, sports, education and employment opportunities and social support services to vulnerable young people in the favela, enabling young people to realise their full potential and increasing social cohesion and peace in the target communities. Full grant commitment: GBP 468 thousand.",11330,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,"Housing: The text does not explicitly mention housing or shelter provision; it focuses on vocational training and related activities.
Homelessness: There is no mention of tents for the homeless, encampments, or shelters.
Transitional: The project does not describe emergency shelters, refugee camps, or temporary supportive housing.
Incremental: While the project involves upgrading life quality in a slum area, it doesn't specifically address housing sites, services, technical assistance, or neighborhood integration as defined here.
Social: There is no mention of community land trusts, cooperative housing, or public housing initiatives.
Market: The text does not discuss home-rental, mortgages, rent-to-own housing, or market-rate housing.
Urban: The project is located in Mare favela, an urban area in Rio de Janeiro, focusing on youth development in this specific urban location.
Rural: The activities described are based in an urban setting and do not pertain to rural locations."
"AFFORDABLE AND SOCIAL HOUSING II Framework loan to be made available to several financial intermediaries for the funding of affordable and social housing projects and associated urban infrastructure, including social amenities, throughout South Africa. (SECTOR CODE : 41201400 - hous",43030,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,"Housing: The text mentions 'affordable and social housing projects,' which fits the provision of housing, social housing, and associated urban development activities. Therefore, it matches this class.
Social: It explicitly describes 'social housing,' indicating a focus on community land trusts or public housing, matching this class.
Urban: Activities are described as taking place throughout South Africa with an emphasis on urban infrastructure, which corresponds to the 'urban' classification due to its explicit mention of urban development.
Homelessness: The text does not mention any activities directly related to providing services for the homeless, so it does not match this class.
Transitional: There is no reference to emergency shelters or temporary supportive housing, thus it does not fit the transitional category.
Incremental: While 'affordable housing' could involve incremental improvements, there is no specific mention of activities like slum upgrading or neighborhood integration. Therefore, it doesn't explicitly match this class.
Market: The focus on affordable and social housing projects suggests a non-market-rate context; hence, it does not specifically match market-related activities.
Rural: The description centers on South Africa as a whole with an emphasis on urban infrastructure but does not specify rural locations. Therefore, it does not fit the rural category."
"DEVELOPENT OF TOURISTIC POTENCIAL IN THE IMERETI REGION. SUPPORT FOR THE LOCAL LABOUR MARKET. Projekt mia? na celu wzmocnienie potencja?u ekonomicznego rejonu Imereti poprzez rozwój lokalnej turystyki i popularyzacje zatrudnienia w turystyce. Rejon zasta? wybrany ze wzgl?du brak ?wiadomo?ci biznesu turystycznego w rejonie przy jednoczesnym potencjale zabytków, przyrody oraz atrakcji turystycznych a tak?e przez wzgl?d na nowe mo?liwo?ci rozwoju turystyki poprzez uruchomione w 2013 roku tanie przeloty z ró?nych krajów Europy do Kutaisi (najwi?ksze miasto rejonu Imereti). Projekt jest przemy?lany i kompleksowy. Cel ogólny zostanie zrealizowany poprzez 3 sk?adowe projektu: 1. stworzenie opisu atrakcji turystycznych rejonu Imereti wraz z mapk?. Nast?pnie stworzenie portalu tematycznego - turystucznego o rejonie Imereti oraz dystrybucja materia?ów po?ród wszystkich zainteresowanych firm, instytucji i punktów informacyjnych (dystrybucja egzemplarzy drukowanych oraz materia?ów z mo?liwo?ci? samodzielnego wydruku). Wszystkie materia?y dost?pne s? w j?zyku gruzi?skim oraz angielskim. 2. Szkolenie przewodników turystycznych rejonu. 3. Szkolenie osób dostarczaj?cych us?ugi oraz produkty, b?d?ce potencjalnym zakupem turystów - restauracje, sklepiki, noclegi, jazda konna czy lepienie tradycyjnych form gruzi?skich z gliny. Szkolenie to dotyczy?o podej?cia biznesowego do klienta, zrozumienie mechanizmów i potrzeb rynku oraz potencja?u turystycznego rejonu. Turyst?, który jest po?rednim odbiorc? tego projektu, jest turysta o ?redniej zasobno?ci portfela, nie szukaj?cy dóbr i warunków luksusowych. Dodatkowym elementem by?a realizacja 5 artyku?ów na temat rejonu Imereti oraz publikacja ich na portalu NaTemat.",33210,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Housing: The text does not mention any activities related to housing provision, shelter, or urban/rural development in terms of housing infrastructure. No match.
Homelessness: There is no reference to addressing homelessness issues such as providing shelters or tents for the homeless. No match.
Transitional: The description does not cover emergency or temporary housing solutions like refugee camps or supportive housing. No match.
Incremental: There are no activities related to upgrading slums, structural repairs, or neighborhood integration mentioned in the text. No match.
Social: The project doesn't describe any community land trusts, cooperative housing, or public housing initiatives. No match.
Market: There is no mention of market-rate housing, home rentals, mortgages, or rent-to-own schemes. No match.
Urban: Although tourism can be an urban activity, the text does not specify activities in particular urban locations; rather, it focuses on a regional level without detailed urban development. Partial consideration but no explicit match.
Rural: The project is focused on a specific region (Imertia), which may have rural aspects given its emphasis on natural and historical tourism potential. However, there's no direct reference to activities in specific rural locations only. Partial consideration but no explicit match."
"METHODS AND INSTRUMENTS FOR THE POVERTY REDUCTION , HOUSING IMPROVEMENTS AND ADJUSTMENT LAND. SOCIAL SECURITY CHARGES AND INSURANC THE PROJECT AIMS TO SUPPORT DISADVANTAGED COMMUNITIES IMPROVING THEIR CAPACITY FOR INCOME GENERATION AND TO HAVE HEALTHIER HOMES",43030,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,"Housing: The text mentions 'HOUSING IMPROVEMENTS', which directly relates to upgrading inadequate housing or construction of housing, fitting the expanded definition.
Homelessness: There is no mention of tents, encampments, or shelters specifically for the homeless, so this class does not apply.
Transitional: The description does not include any reference to emergency shelters, refugee camps, or temporary supportive housing, so it doesn't match this class.
Incremental: While 'HOUSING IMPROVEMENTS' could loosely fit under incremental improvements like slum upgrading or structural repairs, the text does not explicitly mention these activities. Therefore, it's a potential but not definitive match.
Social: There is no explicit reference to community land trusts, cooperative housing, or public housing in the description.
Market: The description does not mention home-rental, mortgages, rent-to-own housing, or market-rate housing.
Urban: The sector is explicitly described as 'Urban development and management', indicating a clear match for activities conducted in urban settings.
Rural: There is no mention of activities specifically taking place in rural locations."
"CONSTRUCTION OF 15 HOUSES FOR POOR FAMILIES IN SOUTHERN INDIA Título completo del proyecto: Construcción de 15 viviendas, para familias pobres, en el sur de la India :: Aportación del capital inicial para la construcción de 15 viviendas para familias de las denominadas   clases bajas   en el taluk (municipios agrupados) de Haliyal, distrito de Uttara Kannada, Estado de Karnataka, India. Con este capital inicial (18,19 % del presupuesto total) del que carecen por completo estas familias, se puede iniciar la obra de la vivienda, que es requisito del Gobierno del Estado de Karnataka para acceder a otra subvención de mayor cuantía (68,18 % del coste de la vivienda), y la propia contribución de los beneficiarios con su trabajo (13,63 % aproximadamente del presupuesto).",16040,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,"Housing: The text explicitly describes the construction of housing for poor families, fitting within the definition of provision of housing.
Homelessness: There is no mention of tents, encampments, or shelters specifically for homeless individuals, so this does not match.
Transitional: The activity does not describe emergency shelters, refugee camps, or temporary supportive housing; hence, it's not a match.
Incremental: While the project supports poor families with housing, there is no specific mention of slum upgrading or neighborhood integration, making this a less clear fit.
Social: There is no explicit reference to community land trusts, cooperative housing, or public housing. This does not clearly fit the description provided.
Market: The activity focuses on low-cost housing for poor families and does not involve home-rental, mortgages, rent-to-own schemes, or market-rate housing; thus, it's not a match.
Urban: The text specifies that the construction is in rural areas (taluk of Haliyal), so this classification is not applicable.
Rural: The project takes place in a rural location as mentioned by 'taluk' and district descriptions in southern India."
"MEDICAL AND PHYSIOLOGICAL ASSISTANCE FOR TRANSMIGRATED POPULATION, VICTIM OF VIOLENCE IN MEXICO. Contribuir a la mejora de la situación médica y humanitaria de la población transmigrante victima de violencia en México, proporcionando asistencia médica de calidad, priorizando la población migrante más vulnerable y ampliando la atención a las estaciones de mgiración, solicitantes de condición de refugio y población que no acude a los albergues.",12220,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Housing: The text does not mention housing provision or shelter-related activities directly. Focus is on medical and physiological assistance.
Homelessness: No explicit mention of tents for the homeless, encampments, or shelters in the context of homelessness. Assistance targets transmigrant populations but without a direct focus on homelessness.
Transitional: The text does describe providing support to a population affected by violence which could include temporary arrangements, but it focuses specifically on medical assistance rather than emergency or refugee shelters.
Incremental: There is no mention of housing sites, slum upgrading, or structural repairs. The focus remains on medical assistance for migrants.
Social: No explicit mention of community land trusts, cooperative housing, or public housing initiatives. The text discusses health care support rather than social housing structures.
Market: There is no discussion of home-rental, mortgages, rent-to-own housing, or market-rate housing, thus this class does not apply.
Urban: No specific mention of urban locations where activities are being carried out, only the general context in Mexico.
Rural: Similar to 'urban', there is no explicit reference to rural locations for these activities."
OWN CALL FOR PROPOSALS. PROJECT: COLLABORATION IN IMPROVING THE HABITAT OF NDJORÉ III Estudiar las posibles mejoras y ampliaciones de las viviendas resolviendo problemas de salubridad y poca durabilidad. Censar a la población. Valorar la integridad constructiva de las 83 casas autoconstruidas y proponer mejoras. Investigación de las técnicas locales para elaborar las propuestas de un falso techo que mejore el confort térmico en las viviendas. Construir e instalar 2 prototipos.,16040,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,"Housing: The text explicitly mentions improving the housing conditions (better salubridad and poca durabilidad) in Ndjoré III, which fits the definition of upgrading inadequate housing. Therefore, this class is matched.
Homelessness: There's no mention of tents, encampments, or shelters for the homeless, so this class does not match.
Transitional: The project does not involve emergency or temporary shelters, such as refugee camps or transitional housing, so this class does not apply.
Incremental: The description involves studying and proposing improvements to existing homes (censar a la población, valorar la integridad constructiva), which aligns with incremental upgrades. Thus, this class is matched.
Social: There are no mentions of community land trusts, cooperative housing, or public housing, so this class does not apply.
Market: The project does not address aspects like home-rental, mortgages, or rent-to-own solutions, meaning it doesn't fit the market category.
Urban: The description lacks specific mention of urban locations; the focus is on a community (Ndjoré III) without identifying it as an urban area. Therefore, this class does not match.
Rural: While there is no explicit indication that Ndjoré III is rural, the context suggests it might be outside a large city due to the mention of self-constructed homes and local techniques, which often occur in rural settings. However, without clear evidence, this remains speculative."
SHELTER AND URBAN SERVICES FOR VULNERABLE SYRIAN IDPS The program puts into action the decision of the Federal Council to implement the international cooperation in the field of migration as described in the report IMZ (Internationale Migrationszusammenarbeit) of February 2011. It will fund activities of the Federal Office for Migration (FOM) aiming to defend Swiss interests (basically in the field of return)  and to promote coherent migration policies in the countries of origin of asylum seekers.,72010,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,"Housing: The text mentions 'shelter,' which implies the provision of housing or emergency shelters for IDPs, making it a match.
Homelessness: There is no explicit mention of tents for the homeless, encampments, or homeless shelters; hence, this class does not apply.
Transitional: The use of 'IDPs' and 'shelter' suggests temporary living arrangements, which aligns with transitional housing such as emergency or refugee shelters.
Incremental: There is no mention of slum upgrading, neighborhood integration, or structural repairs, so this class does not match.
Social: No explicit reference to community land trusts, cooperative housing, or public housing; thus, it is not applicable.
Market: The text does not discuss home-rentals, mortgages, rent-to-own schemes, or market-rate housing; therefore, this category does not apply.
Urban: The term 'urban services' directly refers to activities in urban locations, making this a match.
Rural: There is no mention of rural-specific activities or interventions; thus, it is not applicable."
COMPREHENSIVE DEVELOPMENT OF MARGINAL COMMUNITIES IN DELHI - GOOD NEIGHBOUR PROJECT 2013 To provide comprehensive outreach and shelter for the homeless of Delhi in two areas - Yamuna Pushta (for men) and Jama Masjid (for single women) - by providing psychosocial care and building awareness of and access to basic rights and public programs.,16010,False,True,False,False,False,False,True,False,True,True,False,False,False,False,True,False,"Housing: The project involves providing shelter, which is related to housing provision, making it a match.
Homelessness: It explicitly targets the homeless population, so this class is applicable.
Transitional: While shelters are provided, there is no explicit mention of emergency or temporary supportive housing, ruling out this classification.
Incremental: There is no direct reference to slum upgrading or structural repairs, so it does not fit this category.
Social: The project provides comprehensive support and outreach but doesn't specify community land trusts, cooperative housing, or public housing directly. Therefore, it's a weaker match for the Social class.
Market: The text does not mention home-rental, mortgages, rent-to-own housing, or market-rate housing, so this is not applicable.
Urban: The project takes place in specific urban locations within Delhi, making this classification relevant.
Rural: There are no references to rural activities, so this class is not applicable."
"A LA RÉALISATION DES DROITS POUR TOUS LES ENFANTS Background:  Specifieke doelstelling voor dit landenluik is: 'De rechten van kwetsbare kinderen worden versterkt, geïmplementeerd en geconsolideerd 'De bereikte directe doelgroep betreft straatkinderen, favelakinderen, kinderen in conflict met de wet en de uit het binnenland migrerende kinderen die in de aangroeiende favela's van de nieuw geïndustrialiseerde steden terechtkomen. Het ingezette partnerbestand wordt uitgebreid naar zes lokale organisaties (AMAR, CEDECA, CESAC, FAVOS DE MEL, PAMEN , REDE RIO CRIANÇA) en telt onderling complementaire specialisaties voor zowel opvang, integratie, kinderrechten sensibilisatie als beleidsbeïnvloeding. Alle partners werken tevens met de gezinnen en leefgemeenschappen rondom het kind. Integratieve processen en toenemende preventieve interventies, ingebed in de leefsfeer van het kind, worden zo opgewaardeerd in het programma. Via capaciteitsversterking wil KIYO de lokale partners doen uitgroeien tot sterke organisaties, die hun resultaten en doelstellingen behalen en kunnen behouden. KIYO biedt ondersteuning op beheersmatig vlak (institutioneel, financieel, organisationeel), op inhoudelijk vlak (kinderrechtenbenadering) en op vlak van netwerking en beleidsbeïnvloeding door het systematisch opbouwen van de vaardigheden die hiervoor nodig zijn en die leiden tot een verhoogde internationale aandacht voor kinderrechten. - General objective:  A caminho dos direitos da Criança : Op weg naar de verwerving van kinderrechten - Specific objective:  De rechten van kwetsbare kinderen worden versterkt, geïmplementeerd en geconsolideerd - Results:  1.  De familiale en sociale re -integratie van kwetsbare kinderen is verbeterd dankzij toepassing van alternatieve NGO - modellen. 2.  Kinderen en volwassenen zijn zich bewust van de rechten van het kind en de stappen die zij kunnen ondernemen om de leefomgeving en kansen van kinderen te verbeteren. 3.  Eind 2016 is een overgangsproces ingezet van een politiek van nultolerantie t.a.v kwetsbare kinderen naar een kindvriendelijke aanpak die inclusie bevordert en stapsgewijs verankerd wordt in het lokale beleid. 4.   Lokale partners zijn duurzaam georganiseerd, beheren de projecten op een efficiënte manier en staan samen sterk om de rechten van het kind te beschermen en te bevorderen. -",15160,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,"Housing: The text does not explicitly mention housing provision, shelter, or related activities.
Homelessness: There is no explicit reference to tents, encampments, or shelters for the homeless.
Transitional: While there's a focus on integration and reintegration of vulnerable children, it doesn't explicitly refer to emergency or temporary shelters.
Incremental: The text does not mention housing sites, technical assistance in housing, or neighborhood integration specific to housing structures.
Social: There is no explicit mention of community land trusts, cooperative housing, or public housing initiatives.
Market: The description lacks reference to home-rental, mortgages, rent-to-own housing, or market-rate housing activities.
Urban: The project specifically targets children in the growing favelas of newly industrialized cities, indicating a clear urban focus.
Rural: There are no descriptions of activities taking place in specific rural locations."
