text,sector_code,Housing DK,Homelessness DK,Transitional DK,Incremental DK,Social DK,Market DK,Urban DK,Rural DK,thoughts AI,Housing AI,Homelessness AI,Transitional AI,Incremental AI,Social AI,Market AI,Urban AI,Rural AI
"FIGHT FOR PEACE INTERNATIONAL Primary goal (Comic Relief): Children and young people at risk. Related issues (Comic Relief): NULL. Summary: In Mare favela, one of the most dangerous slums in Rio de Janeiro, Brazil, drug-related gun violence is the primary cause of death of young people. Key drivers for youth participation in crime and violence include poverty, low levels of education, social marginalisation, violence from state forces and armed groups, dysfunctional families, and a lack of leisure facilities. This project will extend a tried and tested approach that offers personal development, sports, education and employment opportunities and social support services to vulnerable young people in the favela, enabling young people to realise their full potential and increasing social cohesion and peace in the target communities. Full grant commitment: GBP 468 thousand.",11330,False,False,False,False,False,False,True,False,"The text describes a project aimed at addressing issues faced by children and young people in a favela in Rio de Janeiro, Brazil. While the primary focus is on personal development, sports, education, and employment opportunities, it also touches on the broader context of social marginalization and violence in a slum environment. The mention of a favela indicates an urban setting, which aligns with the 'Urban' classification. However, the project does not explicitly mention housing, homelessness, transitional housing, or any specific housing-related interventions, so it does not fit into those categories. The focus on social support services and increasing social cohesion could suggest elements of social housing, but this is not explicitly stated. Therefore, the most fitting classification based on the provided definitions is 'Urban'.",False,False,False,False,False,False,True,False
"AFFORDABLE AND SOCIAL HOUSING II Framework loan to be made available to several financial intermediaries for the funding of affordable and social housing projects and associated urban infrastructure, including social amenities, throughout South Africa. (SECTOR CODE : 41201400 - hous",43030,False,False,False,False,True,False,True,False,"The text describes a framework loan aimed at funding affordable and social housing projects, which directly relates to the 'Housing' and 'Social' classifications. The mention of 'affordable and social housing' indicates a focus on providing housing that is accessible to lower-income populations, which aligns with the definition of social housing. Additionally, the reference to 'urban infrastructure' suggests an urban context, which could also imply a connection to the 'Urban' classification. However, there is no mention of homelessness, transitional housing, incremental housing, market-based housing, or specific rural locations, so those classifications do not apply here. Therefore, the most relevant classifications are Housing, Social, and Urban.",True,False,False,False,True,False,True,False
"DEVELOPENT OF TOURISTIC POTENCIAL IN THE IMERETI REGION. SUPPORT FOR THE LOCAL LABOUR MARKET. Projekt mia? na celu wzmocnienie potencja?u ekonomicznego rejonu Imereti poprzez rozwój lokalnej turystyki i popularyzacje zatrudnienia w turystyce. Rejon zasta? wybrany ze wzgl?du brak ?wiadomo?ci biznesu turystycznego w rejonie przy jednoczesnym potencjale zabytków, przyrody oraz atrakcji turystycznych a tak?e przez wzgl?d na nowe mo?liwo?ci rozwoju turystyki poprzez uruchomione w 2013 roku tanie przeloty z ró?nych krajów Europy do Kutaisi (najwi?ksze miasto rejonu Imereti). Projekt jest przemy?lany i kompleksowy. Cel ogólny zostanie zrealizowany poprzez 3 sk?adowe projektu: 1. stworzenie opisu atrakcji turystycznych rejonu Imereti wraz z mapk?. Nast?pnie stworzenie portalu tematycznego - turystucznego o rejonie Imereti oraz dystrybucja materia?ów po?ród wszystkich zainteresowanych firm, instytucji i punktów informacyjnych (dystrybucja egzemplarzy drukowanych oraz materia?ów z mo?liwo?ci? samodzielnego wydruku). Wszystkie materia?y dost?pne s? w j?zyku gruzi?skim oraz angielskim. 2. Szkolenie przewodników turystycznych rejonu. 3. Szkolenie osób dostarczaj?cych us?ugi oraz produkty, b?d?ce potencjalnym zakupem turystów - restauracje, sklepiki, noclegi, jazda konna czy lepienie tradycyjnych form gruzi?skich z gliny. Szkolenie to dotyczy?o podej?cia biznesowego do klienta, zrozumienie mechanizmów i potrzeb rynku oraz potencja?u turystycznego rejonu. Turyst?, który jest po?rednim odbiorc? tego projektu, jest turysta o ?redniej zasobno?ci portfela, nie szukaj?cy dóbr i warunków luksusowych. Dodatkowym elementem by?a realizacja 5 artyku?ów na temat rejonu Imereti oraz publikacja ich na portalu NaTemat.",33210,False,False,False,False,False,False,False,False,"The text describes a project aimed at developing the tourism potential in the Imereti region, which includes various activities such as creating a description of tourist attractions, training tour guides, and providing training for local service providers. While the primary focus is on tourism, there are implications for housing as the project mentions accommodations (noclegi) for tourists. This suggests a connection to the housing sector, particularly in the context of market-based housing support, as it involves the provision of lodging for visitors. However, the text does not explicitly mention any aspects of homelessness, transitional housing, incremental housing, social housing, or urban/rural classifications. The mention of the local labor market and the economic potential of the region indicates a broader economic development focus rather than a direct housing initiative. Therefore, the most relevant classification here would be 'Market' due to the reference to accommodations for tourists, which aligns with market-based housing support.",False,False,False,False,False,True,False,False
"METHODS AND INSTRUMENTS FOR THE POVERTY REDUCTION , HOUSING IMPROVEMENTS AND ADJUSTMENT LAND. SOCIAL SECURITY CHARGES AND INSURANC THE PROJECT AIMS TO SUPPORT DISADVANTAGED COMMUNITIES IMPROVING THEIR CAPACITY FOR INCOME GENERATION AND TO HAVE HEALTHIER HOMES",43030,True,False,False,True,True,False,False,False,"The text discusses housing improvements and the support of disadvantaged communities, which aligns with the Housing class as it mentions improving homes. The mention of poverty reduction and income generation suggests a broader social context, which could imply a connection to social housing initiatives, but it does not explicitly mention social housing structures like community land trusts or public housing. The focus on healthier homes may also imply aspects of incremental housing improvements, as it suggests upgrading existing housing conditions. However, there is no specific mention of transitional housing, homelessness, or market-based housing solutions. The reference to disadvantaged communities could imply a rural or urban context, but it does not specify either. Therefore, the most relevant classifications based on the provided definitions are Housing and Incremental.",True,False,False,True,False,False,False,False
"CONSTRUCTION OF 15 HOUSES FOR POOR FAMILIES IN SOUTHERN INDIA Título completo del proyecto: Construcción de 15 viviendas, para familias pobres, en el sur de la India :: Aportación del capital inicial para la construcción de 15 viviendas para familias de las denominadas   clases bajas   en el taluk (municipios agrupados) de Haliyal, distrito de Uttara Kannada, Estado de Karnataka, India. Con este capital inicial (18,19 % del presupuesto total) del que carecen por completo estas familias, se puede iniciar la obra de la vivienda, que es requisito del Gobierno del Estado de Karnataka para acceder a otra subvención de mayor cuantía (68,18 % del coste de la vivienda), y la propia contribución de los beneficiarios con su trabajo (13,63 % aproximadamente del presupuesto).",16040,True,False,False,False,False,False,False,True,"The text describes a project focused on the construction of houses for poor families in Southern India. This aligns closely with the 'Housing' classification, as it involves the provision of housing and construction of homes specifically for low-income families. The mention of 'families of the so-called lower classes' indicates a targeted approach to housing support, which further supports the classification under 'Housing'. There are no indications of homelessness, transitional housing, incremental housing, social housing, market-based housing, or specific urban or rural classifications beyond the general mention of Southern India. Therefore, the most appropriate classification for this activity is 'Housing'.",True,False,False,False,False,False,False,False
"MEDICAL AND PHYSIOLOGICAL ASSISTANCE FOR TRANSMIGRATED POPULATION, VICTIM OF VIOLENCE IN MEXICO. Contribuir a la mejora de la situación médica y humanitaria de la población transmigrante victima de violencia en México, proporcionando asistencia médica de calidad, priorizando la población migrante más vulnerable y ampliando la atención a las estaciones de mgiración, solicitantes de condición de refugio y población que no acude a los albergues.",12220,False,False,False,False,False,False,False,False,"The text primarily focuses on providing medical and physiological assistance to a transmigrated population that has been victimized by violence in Mexico. It emphasizes improving the medical and humanitarian situation of vulnerable migrants, particularly those who may not be accessing shelters. While the main focus is on health care, the mention of 'stations de migración' and 'albergues' (shelters) suggests a connection to transitional housing for migrants. However, there is no explicit mention of housing provision, upgrading, or any other housing-related activities that would fit into the broader housing sector definitions. Therefore, the most relevant classification here would be 'Transitional' due to the reference to shelters and the context of providing assistance to a vulnerable population in a transitional state. Other classifications such as Housing, Homelessness, Incremental, Social, Market, Urban, and Rural do not apply based on the provided text.",False,False,True,False,False,False,False,False
OWN CALL FOR PROPOSALS. PROJECT: COLLABORATION IN IMPROVING THE HABITAT OF NDJORÉ III Estudiar las posibles mejoras y ampliaciones de las viviendas resolviendo problemas de salubridad y poca durabilidad. Censar a la población. Valorar la integridad constructiva de las 83 casas autoconstruidas y proponer mejoras. Investigación de las técnicas locales para elaborar las propuestas de un falso techo que mejore el confort térmico en las viviendas. Construir e instalar 2 prototipos.,16040,True,False,False,False,False,False,False,False,"The text describes a project focused on improving housing conditions in Ndjoré III. It mentions studying possible improvements and expansions of homes, addressing health issues and durability, and assessing the structural integrity of self-built houses. This aligns with the 'Housing' class as it involves the provision of housing improvements and technical assistance for housing. Additionally, the mention of self-built houses and local techniques for improving thermal comfort suggests an incremental approach to housing, which fits the 'Incremental' class. There are no references to homelessness, transitional housing, social housing, market-based housing, or specific urban or rural locations beyond the general mention of Ndjoré III. Therefore, the most relevant classifications for this project are 'Housing' and 'Incremental.'",True,False,False,True,False,False,False,False
SHELTER AND URBAN SERVICES FOR VULNERABLE SYRIAN IDPS The program puts into action the decision of the Federal Council to implement the international cooperation in the field of migration as described in the report IMZ (Internationale Migrationszusammenarbeit) of February 2011. It will fund activities of the Federal Office for Migration (FOM) aiming to defend Swiss interests (basically in the field of return)  and to promote coherent migration policies in the countries of origin of asylum seekers.,72010,False,False,True,False,False,False,True,False,"The text primarily discusses a program focused on shelter and urban services for vulnerable internally displaced persons (IDPs) in Syria. This indicates a direct involvement in the housing sector, particularly in providing shelter for those affected by conflict. The mention of urban services suggests a focus on urban areas where these IDPs may be located, aligning with the 'Urban' classification. However, there is no explicit mention of homelessness, transitional housing, incremental housing, social housing, market housing, or rural housing in the text. The focus on vulnerable populations and the context of migration also hints at a broader humanitarian approach, but the specific classifications related to housing are more relevant here. Therefore, the most fitting classifications are 'Housing' for the provision of shelter and 'Urban' for the urban context of the services provided.",True,False,False,False,False,False,True,False
COMPREHENSIVE DEVELOPMENT OF MARGINAL COMMUNITIES IN DELHI - GOOD NEIGHBOUR PROJECT 2013 To provide comprehensive outreach and shelter for the homeless of Delhi in two areas - Yamuna Pushta (for men) and Jama Masjid (for single women) - by providing psychosocial care and building awareness of and access to basic rights and public programs.,16010,False,True,False,False,False,False,True,False,"The text describes a project aimed at providing outreach and shelter specifically for the homeless population in Delhi, focusing on two distinct areas. The mention of 'shelter for the homeless' directly aligns with the definition of the 'Homelessness' class, as it involves support for individuals without stable housing. Additionally, the project includes elements of psychosocial care and awareness of rights, which are often associated with transitional support services, but the primary focus remains on providing shelter. Therefore, the most relevant classification for this activity is 'Homelessness'. There are no indications of other housing types such as transitional, incremental, social, market, urban, or rural housing in the provided text, as it is specifically centered on homelessness.",False,True,False,False,False,False,False,False
"A LA RÉALISATION DES DROITS POUR TOUS LES ENFANTS Background:  Specifieke doelstelling voor dit landenluik is: 'De rechten van kwetsbare kinderen worden versterkt, geïmplementeerd en geconsolideerd 'De bereikte directe doelgroep betreft straatkinderen, favelakinderen, kinderen in conflict met de wet en de uit het binnenland migrerende kinderen die in de aangroeiende favela's van de nieuw geïndustrialiseerde steden terechtkomen. Het ingezette partnerbestand wordt uitgebreid naar zes lokale organisaties (AMAR, CEDECA, CESAC, FAVOS DE MEL, PAMEN , REDE RIO CRIANÇA) en telt onderling complementaire specialisaties voor zowel opvang, integratie, kinderrechten sensibilisatie als beleidsbeïnvloeding. Alle partners werken tevens met de gezinnen en leefgemeenschappen rondom het kind. Integratieve processen en toenemende preventieve interventies, ingebed in de leefsfeer van het kind, worden zo opgewaardeerd in het programma. Via capaciteitsversterking wil KIYO de lokale partners doen uitgroeien tot sterke organisaties, die hun resultaten en doelstellingen behalen en kunnen behouden. KIYO biedt ondersteuning op beheersmatig vlak (institutioneel, financieel, organisationeel), op inhoudelijk vlak (kinderrechtenbenadering) en op vlak van netwerking en beleidsbeïnvloeding door het systematisch opbouwen van de vaardigheden die hiervoor nodig zijn en die leiden tot een verhoogde internationale aandacht voor kinderrechten. - General objective:  A caminho dos direitos da Criança : Op weg naar de verwerving van kinderrechten - Specific objective:  De rechten van kwetsbare kinderen worden versterkt, geïmplementeerd en geconsolideerd - Results:  1.  De familiale en sociale re -integratie van kwetsbare kinderen is verbeterd dankzij toepassing van alternatieve NGO - modellen. 2.  Kinderen en volwassenen zijn zich bewust van de rechten van het kind en de stappen die zij kunnen ondernemen om de leefomgeving en kansen van kinderen te verbeteren. 3.  Eind 2016 is een overgangsproces ingezet van een politiek van nultolerantie t.a.v kwetsbare kinderen naar een kindvriendelijke aanpak die inclusie bevordert en stapsgewijs verankerd wordt in het lokale beleid. 4.   Lokale partners zijn duurzaam georganiseerd, beheren de projecten op een efficiënte manier en staan samen sterk om de rechten van het kind te beschermen en te bevorderen. -",15160,False,False,False,False,False,False,True,False,"The text primarily focuses on the rights of vulnerable children, particularly those living in favelas and facing various social challenges. It discusses the integration and support of these children through local organizations and emphasizes the importance of community and family involvement. While it does not explicitly mention housing, it implies a need for stable living conditions for these children, which could relate to the housing sector. However, the text does not provide specific details about housing provision, transitional housing, or any direct mention of homelessness. The focus is more on social rights and integration rather than specific housing solutions. Therefore, the most relevant classification would be 'Social' due to the emphasis on community support and rights for vulnerable children, but it could also touch on 'Urban' given the context of children living in urban favelas. There is no direct mention of homelessness, transitional housing, or other specific housing-related terms that would fit the other classifications.",False,False,False,False,True,False,True,False
