text,sector_code,Housing DK,Homelessness DK,Transitional DK,Incremental DK,Social DK,Market DK,Urban DK,Rural DK,thoughts AI,Housing AI,Homelessness AI,Transitional AI,Incremental AI,Social AI,Market AI,Urban AI,Rural AI
"FIGHT FOR PEACE INTERNATIONAL Primary goal (Comic Relief): Children and young people at risk. Related issues (Comic Relief): NULL. Summary: In Mare favela, one of the most dangerous slums in Rio de Janeiro, Brazil, drug-related gun violence is the primary cause of death of young people. Key drivers for youth participation in crime and violence include poverty, low levels of education, social marginalisation, violence from state forces and armed groups, dysfunctional families, and a lack of leisure facilities. This project will extend a tried and tested approach that offers personal development, sports, education and employment opportunities and social support services to vulnerable young people in the favela, enabling young people to realise their full potential and increasing social cohesion and peace in the target communities. Full grant commitment: GBP 468 thousand.",11330,False,False,False,False,False,False,True,False,"The activity description focuses on a project within Mare favela, Rio de Janeiro, aimed at providing personal development, sports, education, employment opportunities, and social support services to vulnerable young people. The primary goal is to address issues such as poverty, low levels of education, social marginalization, violence, dysfunctional families, and lack of leisure facilities, which contribute to youth participation in crime and violence. While the project does not directly mention housing or shelter, it operates within an urban environment (Rio de Janeiro) and addresses broader community development issues that can indirectly relate to housing conditions. The focus on education and employment opportunities suggests a potential link to incremental improvements by providing services that could eventually lead to better living conditions. However, there is no explicit mention of housing-related activities such as construction, upgrading, or provision of shelter. Therefore, the most relevant classification based on the given definitions would be 'Urban' due to the specific urban location mentioned.",False,False,False,False,False,False,True,False
"AFFORDABLE AND SOCIAL HOUSING II Framework loan to be made available to several financial intermediaries for the funding of affordable and social housing projects and associated urban infrastructure, including social amenities, throughout South Africa. (SECTOR CODE : 41201400 - hous",43030,False,False,False,False,True,False,True,False,"The activity title and description provided mention 'affordable and social housing projects' which directly relates to both the 'Social' and 'Housing' classes. The reference to 'social amenities' also aligns with urban development activities, suggesting an 'Urban' classification as well. Additionally, since these projects are located throughout South Africa, there is a geographical component that could relate to either 'Urban' or 'Rural', but the context of housing and infrastructure implies an urban focus. There's no mention of homelessness, transitional housing, incremental housing improvements, or market-rate housing in this description.",True,False,False,False,True,False,True,False
"DEVELOPENT OF TOURISTIC POTENCIAL IN THE IMERETI REGION. SUPPORT FOR THE LOCAL LABOUR MARKET. Projekt mia? na celu wzmocnienie potencja?u ekonomicznego rejonu Imereti poprzez rozwój lokalnej turystyki i popularyzacje zatrudnienia w turystyce. Rejon zasta? wybrany ze wzgl?du brak ?wiadomo?ci biznesu turystycznego w rejonie przy jednoczesnym potencjale zabytków, przyrody oraz atrakcji turystycznych a tak?e przez wzgl?d na nowe mo?liwo?ci rozwoju turystyki poprzez uruchomione w 2013 roku tanie przeloty z ró?nych krajów Europy do Kutaisi (najwi?ksze miasto rejonu Imereti). Projekt jest przemy?lany i kompleksowy. Cel ogólny zostanie zrealizowany poprzez 3 sk?adowe projektu: 1. stworzenie opisu atrakcji turystycznych rejonu Imereti wraz z mapk?. Nast?pnie stworzenie portalu tematycznego - turystucznego o rejonie Imereti oraz dystrybucja materia?ów po?ród wszystkich zainteresowanych firm, instytucji i punktów informacyjnych (dystrybucja egzemplarzy drukowanych oraz materia?ów z mo?liwo?ci? samodzielnego wydruku). Wszystkie materia?y dost?pne s? w j?zyku gruzi?skim oraz angielskim. 2. Szkolenie przewodników turystycznych rejonu. 3. Szkolenie osób dostarczaj?cych us?ugi oraz produkty, b?d?ce potencjalnym zakupem turystów - restauracje, sklepiki, noclegi, jazda konna czy lepienie tradycyjnych form gruzi?skich z gliny. Szkolenie to dotyczy?o podej?cia biznesowego do klienta, zrozumienie mechanizmów i potrzeb rynku oraz potencja?u turystycznego rejonu. Turyst?, który jest po?rednim odbiorc? tego projektu, jest turysta o ?redniej zasobno?ci portfela, nie szukaj?cy dóbr i warunków luksusowych. Dodatkowym elementem by?a realizacja 5 artyku?ów na temat rejonu Imereti oraz publikacja ich na portalu NaTemat.",33210,False,False,False,False,False,False,False,False,"The activity title and description focus on the development of tourism potential in a specific region, which involves several aspects such as enhancing local economic opportunities through tourism, creating tourist attraction descriptions, developing a thematic website, training guides and service providers, and distributing materials to interested parties. The project is comprehensive and aims at leveraging the region's historical, natural, and touristic attractions along with new transportation options.

The text does not explicitly mention any activities related to housing provision, shelter in emergencies, upgrading inadequate housing, or construction of housing which would classify it under 'Housing'. There are no mentions of tents for the homeless, encampments, or homeless shelters that would fit into the 'Homelessness' category. Similarly, there is no reference to emergency shelters, refugee camps, or temporary supportive housing for 'Transitional'. The description does not mention activities such as housing sites, slum upgrading, or neighborhood integration which are required for 'Incremental'. There is also no explicit mention of community land trusts, cooperative housing, or public housing that would classify it under 'Social'.

The text does not describe any market-related activities like home-rentals, mortgages, rent-to-own housing, or market-rate housing to match the 'Market' class. The focus on tourism and local economic development doesn't directly relate to these aspects.

However, the project explicitly mentions its location in the Imereti region of Georgia, which is a specific urban area given that it includes Kutaisi, the largest city in the region. This aligns with the 'Urban' classification as activities are specifically mentioned to occur in this urban setting. There is no mention of rural areas or activities occurring there, so it does not fit into the 'Rural' category.

In conclusion, based on the definitions provided and the content of the text, the only applicable classification for this activity title and description is 'Urban'.",False,False,False,False,False,False,True,False
"METHODS AND INSTRUMENTS FOR THE POVERTY REDUCTION , HOUSING IMPROVEMENTS AND ADJUSTMENT LAND. SOCIAL SECURITY CHARGES AND INSURANC THE PROJECT AIMS TO SUPPORT DISADVANTAGED COMMUNITIES IMPROVING THEIR CAPACITY FOR INCOME GENERATION AND TO HAVE HEALTHIER HOMES",43030,True,False,False,True,True,False,False,False,"The activity title and description mention 'poverty reduction,' 'housing improvements,' and 'adjustment land,' which are closely related to the housing sector. The focus on improving disadvantaged communities' capacity for income generation and having healthier homes suggests an emphasis on upgrading inadequate housing conditions, which falls under the 'Housing' class. Additionally, the phrase 'social security charges and insurance' might indicate a broader social component, potentially aligning with the 'Social' class if it involves community land trusts or cooperative housing elements. However, there is no explicit mention of these specific social housing types in the description provided. The activity's focus on urban development suggests an 'Urban' classification as well, given that it pertains to activities in specific urban locations.",True,False,False,False,False,False,True,False
"CONSTRUCTION OF 15 HOUSES FOR POOR FAMILIES IN SOUTHERN INDIA Título completo del proyecto: Construcción de 15 viviendas, para familias pobres, en el sur de la India :: Aportación del capital inicial para la construcción de 15 viviendas para familias de las denominadas   clases bajas   en el taluk (municipios agrupados) de Haliyal, distrito de Uttara Kannada, Estado de Karnataka, India. Con este capital inicial (18,19 % del presupuesto total) del que carecen por completo estas familias, se puede iniciar la obra de la vivienda, que es requisito del Gobierno del Estado de Karnataka para acceder a otra subvención de mayor cuantía (68,18 % del coste de la vivienda), y la propia contribución de los beneficiarios con su trabajo (13,63 % aproximadamente del presupuesto).",16040,True,False,False,False,False,False,False,True,"The activity title and description mention the construction of houses for poor families in Southern India. This directly relates to the provision of housing as it involves building new homes. The text also specifies that this is part of an initiative to help low-income families, which aligns with efforts to improve inadequate housing conditions or provide necessary shelter. Furthermore, since the activity takes place in a specific rural location (Haliyal, Uttara Kannada, Karnataka), it can be classified under 'Rural' as well. The description does not mention any elements related to homelessness, transitional shelters, incremental improvements, social housing models like community land trusts or cooperative housing, market-rate housing, or explicitly urban activities.",True,False,False,False,False,False,False,True
"MEDICAL AND PHYSIOLOGICAL ASSISTANCE FOR TRANSMIGRATED POPULATION, VICTIM OF VIOLENCE IN MEXICO. Contribuir a la mejora de la situación médica y humanitaria de la población transmigrante victima de violencia en México, proporcionando asistencia médica de calidad, priorizando la población migrante más vulnerable y ampliando la atención a las estaciones de mgiración, solicitantes de condición de refugio y población que no acude a los albergues.",12220,False,False,False,False,False,False,False,False,"The activity title and description provided focuses on providing medical and physiological assistance to a transmigrated population that is a victim of violence in Mexico. The key aspects mentioned include improving the medical and humanitarian situation for this population by offering quality medical assistance, prioritizing vulnerable migrant populations, and expanding attention to migration stations, asylum seekers, and those who do not use shelters.

Upon analyzing the text against each class:
- **Housing**: There is no mention of housing provision or related activities such as construction, upgrading, or policy.
- **Homelessness**: The description does not explicitly refer to tents for the homeless, encampments, or homeless shelters.
- **Transitional**: The focus on providing assistance at migration stations and for asylum seekers aligns with transitional support. Additionally, it mentions populations that do not use shelters, indicating temporary housing situations might be involved.
- **Incremental**: There is no mention of slum upgrading, structural repairs, or neighborhood integration.
- **Social**: No explicit reference to community land trusts, cooperative housing, or public housing.
- **Market**: The text does not discuss home-rental, mortgages, rent-to-own housing, or market-rate housing.
- **Urban**: There is no specific mention of activities in urban locations.
- **Rural**: Similar to the 'urban' category, there are no explicit references to rural location activities.

Based on this analysis, the most fitting classification for the activity description provided would be related to 'Transitional' support due to its focus on assisting vulnerable migrant populations and those involved in temporary housing situations.",False,False,True,False,False,False,False,False
OWN CALL FOR PROPOSALS. PROJECT: COLLABORATION IN IMPROVING THE HABITAT OF NDJORÉ III Estudiar las posibles mejoras y ampliaciones de las viviendas resolviendo problemas de salubridad y poca durabilidad. Censar a la población. Valorar la integridad constructiva de las 83 casas autoconstruidas y proponer mejoras. Investigación de las técnicas locales para elaborar las propuestas de un falso techo que mejore el confort térmico en las viviendas. Construir e instalar 2 prototipos.,16040,True,False,False,False,False,False,False,False,"The activity title and description focus on improving the habitat of a specific area, NDJORÉ III. The project involves studying possible improvements and expansions to houses, addressing issues related to health and durability. It includes activities such as census taking, evaluating structural integrity, researching local techniques for proposing enhancements like false ceilings for better thermal comfort, and constructing prototypes. These elements suggest an emphasis on upgrading existing housing conditions, which aligns with the 'Incremental' class due to the focus on slum upgrading and housing structural repairs. Additionally, since the project involves collaboration in improving habitats, it also fits within the 'Housing' category as it deals with provision of shelter improvements and technical assistance for housing. There is no explicit mention of homelessness, transitional shelters, social or market-specific strategies, nor any specific urban or rural focus beyond the location NDJORÉ III.",True,False,False,True,False,False,False,False
SHELTER AND URBAN SERVICES FOR VULNERABLE SYRIAN IDPS The program puts into action the decision of the Federal Council to implement the international cooperation in the field of migration as described in the report IMZ (Internationale Migrationszusammenarbeit) of February 2011. It will fund activities of the Federal Office for Migration (FOM) aiming to defend Swiss interests (basically in the field of return)  and to promote coherent migration policies in the countries of origin of asylum seekers.,72010,False,False,True,False,False,False,True,False,"The activity title and description mention 'SHELTER AND URBAN SERVICES FOR VULNERABLE SYRIAN IDPS', which suggests a focus on providing shelter, likely for internally displaced persons (IDPs). The term 'shelter' aligns with the definition of 'Transitional,' as it implies temporary housing solutions such as emergency shelters or refugee camps. Additionally, since the services are aimed at urban areas ('URBAN SERVICES'), this matches the 'Urban' class due to its explicit mention of activities in specific urban locations. There is no direct reference to homelessness, incremental housing improvements, social housing models, market-based housing initiatives, rural settings, or general housing construction and policy, so these classes do not apply.",False,False,True,False,False,False,True,False
COMPREHENSIVE DEVELOPMENT OF MARGINAL COMMUNITIES IN DELHI - GOOD NEIGHBOUR PROJECT 2013 To provide comprehensive outreach and shelter for the homeless of Delhi in two areas - Yamuna Pushta (for men) and Jama Masjid (for single women) - by providing psychosocial care and building awareness of and access to basic rights and public programs.,16010,False,True,False,False,False,False,True,False,"The activity title and description mention the provision of outreach and shelter for homeless individuals in specific areas of Delhi, which aligns with several classes from the expanded housing sector definition. The focus on providing shelter directly relates to 'Homelessness' since it explicitly mentions shelters for the homeless. Additionally, the location being specified as Delhi implies an 'Urban' context due to its urban setting. The activity also involves psychosocial care and awareness-building, which are supportive services but do not change the primary classification related to homelessness and urban settings.",False,True,False,False,False,False,True,False
"A LA RÉALISATION DES DROITS POUR TOUS LES ENFANTS Background:  Specifieke doelstelling voor dit landenluik is: 'De rechten van kwetsbare kinderen worden versterkt, geïmplementeerd en geconsolideerd 'De bereikte directe doelgroep betreft straatkinderen, favelakinderen, kinderen in conflict met de wet en de uit het binnenland migrerende kinderen die in de aangroeiende favela's van de nieuw geïndustrialiseerde steden terechtkomen. Het ingezette partnerbestand wordt uitgebreid naar zes lokale organisaties (AMAR, CEDECA, CESAC, FAVOS DE MEL, PAMEN , REDE RIO CRIANÇA) en telt onderling complementaire specialisaties voor zowel opvang, integratie, kinderrechten sensibilisatie als beleidsbeïnvloeding. Alle partners werken tevens met de gezinnen en leefgemeenschappen rondom het kind. Integratieve processen en toenemende preventieve interventies, ingebed in de leefsfeer van het kind, worden zo opgewaardeerd in het programma. Via capaciteitsversterking wil KIYO de lokale partners doen uitgroeien tot sterke organisaties, die hun resultaten en doelstellingen behalen en kunnen behouden. KIYO biedt ondersteuning op beheersmatig vlak (institutioneel, financieel, organisationeel), op inhoudelijk vlak (kinderrechtenbenadering) en op vlak van netwerking en beleidsbeïnvloeding door het systematisch opbouwen van de vaardigheden die hiervoor nodig zijn en die leiden tot een verhoogde internationale aandacht voor kinderrechten. - General objective:  A caminho dos direitos da Criança : Op weg naar de verwerving van kinderrechten - Specific objective:  De rechten van kwetsbare kinderen worden versterkt, geïmplementeerd en geconsolideerd - Results:  1.  De familiale en sociale re -integratie van kwetsbare kinderen is verbeterd dankzij toepassing van alternatieve NGO - modellen. 2.  Kinderen en volwassenen zijn zich bewust van de rechten van het kind en de stappen die zij kunnen ondernemen om de leefomgeving en kansen van kinderen te verbeteren. 3.  Eind 2016 is een overgangsproces ingezet van een politiek van nultolerantie t.a.v kwetsbare kinderen naar een kindvriendelijke aanpak die inclusie bevordert en stapsgewijs verankerd wordt in het lokale beleid. 4.   Lokale partners zijn duurzaam georganiseerd, beheren de projecten op een efficiënte manier en staan samen sterk om de rechten van het kind te beschermen en te bevorderen. -",15160,False,False,False,False,False,False,True,False,"The activity title and description focus on the realization of rights for all children, with a specific emphasis on vulnerable groups such as street children, favela children, children in conflict with the law, and internally displaced children in growing favelas of newly industrialized cities. The text outlines objectives related to strengthening, implementing, and consolidating the rights of these children through partnerships with local organizations that specialize in various aspects including shelter integration, child rights sensitization, and policy influence.

While the primary focus is on human rights and social issues, there are elements within the description that intersect with housing-related categories. The mention of favela children and the integration processes suggests a connection to urban settings where informal settlements or slums might be present. These could relate to 'Incremental' activities such as slum upgrading or neighborhood integration.

Additionally, the involvement of local organizations in providing shelter and integration services for vulnerable children can be seen as part of broader 'Transitional' efforts aimed at supporting these groups temporarily until more permanent solutions are found.

The description does not explicitly mention housing construction, homelessness shelters, or specific rural activities. However, the focus on urban favelas and the integration of children into communities implies an urban context.",False,False,True,True,False,False,True,False
