text,sector_code,Housing DK,Homelessness DK,Transitional DK,Incremental DK,Social DK,Market DK,Urban DK,Rural DK,thoughts AI,Housing AI,Homelessness AI,Transitional AI,Incremental AI,Social AI,Market AI,Urban AI,Rural AI
"FIGHT FOR PEACE INTERNATIONAL Primary goal (Comic Relief): Children and young people at risk. Related issues (Comic Relief): NULL. Summary: In Mare favela, one of the most dangerous slums in Rio de Janeiro, Brazil, drug-related gun violence is the primary cause of death of young people. Key drivers for youth participation in crime and violence include poverty, low levels of education, social marginalisation, violence from state forces and armed groups, dysfunctional families, and a lack of leisure facilities. This project will extend a tried and tested approach that offers personal development, sports, education and employment opportunities and social support services to vulnerable young people in the favela, enabling young people to realise their full potential and increasing social cohesion and peace in the target communities. Full grant commitment: GBP 468 thousand.",11330,False,False,False,False,False,False,True,False,"The text describes an initiative by Fight for Peace International focused on providing development opportunities such as personal growth, sports, education, employment opportunities, and social support services to young people in one of Rio de Janeiro's most dangerous slums. While the primary focus is on combating youth violence and crime through these means, it indirectly addresses housing issues by targeting interventions within a favela, which is an urban settlement often characterized by inadequate housing conditions. This context suggests relevance to 'Urban' due to the specific mention of Rio de Janeiro's favelas. However, there are no explicit mentions of direct housing activities or interventions such as construction, upgrading, or policy changes related to housing.",False,False,False,False,False,False,True,False
"AFFORDABLE AND SOCIAL HOUSING II Framework loan to be made available to several financial intermediaries for the funding of affordable and social housing projects and associated urban infrastructure, including social amenities, throughout South Africa. (SECTOR CODE : 41201400 - hous",43030,False,False,False,False,True,False,True,False,"The text explicitly mentions 'affordable and social housing projects,' which aligns with both the Social classification due to 'social housing' and the Housing classification because it involves the provision of housing and urban infrastructure. The mention of financial intermediaries funding these projects also ties into finance for housing, reinforcing its relevance under the Housing category. There is no explicit mention or strong contextual clue about homelessness, transitional, incremental, market-specific aspects, or distinct rural/urban locations that are separate from general urban development in South Africa.",True,False,False,False,True,False,False,False
"DEVELOPENT OF TOURISTIC POTENCIAL IN THE IMERETI REGION. SUPPORT FOR THE LOCAL LABOUR MARKET. Projekt mia? na celu wzmocnienie potencja?u ekonomicznego rejonu Imereti poprzez rozwój lokalnej turystyki i popularyzacje zatrudnienia w turystyce. Rejon zasta? wybrany ze wzgl?du brak ?wiadomo?ci biznesu turystycznego w rejonie przy jednoczesnym potencjale zabytków, przyrody oraz atrakcji turystycznych a tak?e przez wzgl?d na nowe mo?liwo?ci rozwoju turystyki poprzez uruchomione w 2013 roku tanie przeloty z ró?nych krajów Europy do Kutaisi (najwi?ksze miasto rejonu Imereti). Projekt jest przemy?lany i kompleksowy. Cel ogólny zostanie zrealizowany poprzez 3 sk?adowe projektu: 1. stworzenie opisu atrakcji turystycznych rejonu Imereti wraz z mapk?. Nast?pnie stworzenie portalu tematycznego - turystucznego o rejonie Imereti oraz dystrybucja materia?ów po?ród wszystkich zainteresowanych firm, instytucji i punktów informacyjnych (dystrybucja egzemplarzy drukowanych oraz materia?ów z mo?liwo?ci? samodzielnego wydruku). Wszystkie materia?y dost?pne s? w j?zyku gruzi?skim oraz angielskim. 2. Szkolenie przewodników turystycznych rejonu. 3. Szkolenie osób dostarczaj?cych us?ugi oraz produkty, b?d?ce potencjalnym zakupem turystów - restauracje, sklepiki, noclegi, jazda konna czy lepienie tradycyjnych form gruzi?skich z gliny. Szkolenie to dotyczy?o podej?cia biznesowego do klienta, zrozumienie mechanizmów i potrzeb rynku oraz potencja?u turystycznego rejonu. Turyst?, który jest po?rednim odbiorc? tego projektu, jest turysta o ?redniej zasobno?ci portfela, nie szukaj?cy dóbr i warunków luksusowych. Dodatkowym elementem by?a realizacja 5 artyku?ów na temat rejonu Imereti oraz publikacja ich na portalu NaTemat.",33210,False,False,False,False,False,False,False,False,"The project description focuses on developing the tourism potential of the Imereti region and supporting the local labor market through various initiatives aimed at boosting economic opportunities via tourism. The text explicitly mentions creating descriptions for tourist attractions, training tour guides, and providing skills development for service providers catering to tourists' needs. While there are no direct references to housing or shelter provision, it's important to evaluate if any strong contextual clues relate to the housing sector. The project involves improving infrastructure like restaurants, shops, accommodation (such as lodging), which indirectly relates to 'Market' since they involve businesses providing tourist services that might include accommodations. However, these activities do not explicitly describe housing construction or upgrades in the context of permanent residence. Thus, there is no strong contextual relevance tying this project directly to any specific housing sector classifications.",False,False,False,False,False,False,False,False
"METHODS AND INSTRUMENTS FOR THE POVERTY REDUCTION , HOUSING IMPROVEMENTS AND ADJUSTMENT LAND. SOCIAL SECURITY CHARGES AND INSURANC THE PROJECT AIMS TO SUPPORT DISADVANTAGED COMMUNITIES IMPROVING THEIR CAPACITY FOR INCOME GENERATION AND TO HAVE HEALTHIER HOMES",43030,True,False,False,True,True,False,False,False,"The text explicitly mentions 'HOUSING IMPROVEMENTS', which directly aligns with the 'Housing' category. This is a clear indication of activities related to upgrading inadequate housing or enhancing living conditions, fitting the definition for the Housing classification. Additionally, there's mention of improving communities and having healthier homes, suggesting a focus on housing quality improvement. While the text also discusses poverty reduction and income generation, these are broader social objectives not directly tied to any other specific housing-related classifications such as homelessness or transitional housing.",True,False,False,False,False,False,False,False
"CONSTRUCTION OF 15 HOUSES FOR POOR FAMILIES IN SOUTHERN INDIA Título completo del proyecto: Construcción de 15 viviendas, para familias pobres, en el sur de la India :: Aportación del capital inicial para la construcción de 15 viviendas para familias de las denominadas   clases bajas   en el taluk (municipios agrupados) de Haliyal, distrito de Uttara Kannada, Estado de Karnataka, India. Con este capital inicial (18,19 % del presupuesto total) del que carecen por completo estas familias, se puede iniciar la obra de la vivienda, que es requisito del Gobierno del Estado de Karnataka para acceder a otra subvención de mayor cuantía (68,18 % del coste de la vivienda), y la propia contribución de los beneficiarios con su trabajo (13,63 % aproximadamente del presupuesto).",16040,True,False,False,False,False,False,False,True,"The project description explicitly mentions the 'construction of 15 houses for poor families,' which directly aligns with the definition of housing as it involves constructing new housing units. The location specified as Southern India implies a specific geographical context but doesn't qualify it under 'urban' or 'rural' unless further details specify these aspects. There is no mention of homelessness, transitional shelters, incremental improvements, social housing models like community land trusts or cooperatives, market-rate housing initiatives such as mortgages or home rentals, or any explicit urban or rural activities beyond the broad regional reference.",True,False,False,False,False,False,False,False
"MEDICAL AND PHYSIOLOGICAL ASSISTANCE FOR TRANSMIGRATED POPULATION, VICTIM OF VIOLENCE IN MEXICO. Contribuir a la mejora de la situación médica y humanitaria de la población transmigrante victima de violencia en México, proporcionando asistencia médica de calidad, priorizando la población migrante más vulnerable y ampliando la atención a las estaciones de mgiración, solicitantes de condición de refugio y población que no acude a los albergues.",12220,False,False,False,False,False,False,False,False,"The text describes medical and physiological assistance for populations that have been transmigrated due to violence in Mexico. The focus is on improving the humanitarian situation, providing quality medical care, and prioritizing vulnerable migrants. It also mentions extending attention to migration stations, asylum seekers, and those not using shelters. While there is no explicit mention of housing or shelter, the context suggests a connection with 'Transitional' due to references to asylum seekers (solicitantes de condición de refugio) and populations who do not use shelters but may still need temporary accommodation. This implies a scenario where emergency or refugee shelters might be relevant.",False,False,True,False,False,False,False,False
OWN CALL FOR PROPOSALS. PROJECT: COLLABORATION IN IMPROVING THE HABITAT OF NDJORÉ III Estudiar las posibles mejoras y ampliaciones de las viviendas resolviendo problemas de salubridad y poca durabilidad. Censar a la población. Valorar la integridad constructiva de las 83 casas autoconstruidas y proponer mejoras. Investigación de las técnicas locales para elaborar las propuestas de un falso techo que mejore el confort térmico en las viviendas. Construir e instalar 2 prototipos.,16040,True,False,False,False,False,False,False,False,"The text explicitly mentions 'improving the habitat' and resolving issues related to health and durability in housing, which directly aligns with upgrading inadequate housing. It also includes censusing the population, evaluating structural integrity, and proposing improvements for 83 self-constructed houses, indicating an effort toward enhancing existing shelters. Additionally, researching local techniques for a 'false ceiling' aimed at improving thermal comfort points to incremental development activities focused on bettering current housing conditions. The construction of prototypes further supports this classification as it suggests practical applications of the proposed upgrades.",True,False,False,True,False,False,False,False
SHELTER AND URBAN SERVICES FOR VULNERABLE SYRIAN IDPS The program puts into action the decision of the Federal Council to implement the international cooperation in the field of migration as described in the report IMZ (Internationale Migrationszusammenarbeit) of February 2011. It will fund activities of the Federal Office for Migration (FOM) aiming to defend Swiss interests (basically in the field of return)  and to promote coherent migration policies in the countries of origin of asylum seekers.,72010,False,False,True,False,False,False,True,False,"The text explicitly mentions 'Shelter and Urban Services for Vulnerable Syrian IDPs.' This suggests that there are activities focused on providing shelter, which align directly with definitions related to housing or temporary accommodations. The context indicates this involves displaced persons (IDPs - Internally Displaced Persons), implying a need for transitional shelters in an urban setting. While the text does not detail specific types of shelters such as emergency shelters or refugee camps explicitly, the mention of 'Shelter' strongly implies accommodation solutions akin to those found under 'Transitional.' Additionally, the term 'Urban Services' aligns with activities conducted within urban areas.",False,False,True,False,False,False,True,False
COMPREHENSIVE DEVELOPMENT OF MARGINAL COMMUNITIES IN DELHI - GOOD NEIGHBOUR PROJECT 2013 To provide comprehensive outreach and shelter for the homeless of Delhi in two areas - Yamuna Pushta (for men) and Jama Masjid (for single women) - by providing psychosocial care and building awareness of and access to basic rights and public programs.,16010,False,True,False,False,False,False,True,False,"The text explicitly mentions 'providing comprehensive outreach and shelter for the homeless,' which aligns directly with the definition of homelessness as it involves efforts to provide shelters or encampments for homeless individuals. The areas specified, Yamuna Pushta (for men) and Jama Masjid (for single women), are locations where these activities are taking place, but they do not explicitly define them as urban or rural unless more context about the geographic nature is given. There's no mention of transitional or temporary shelters that would categorize it under 'transitional.' The focus on psychosocial care and building awareness also ties into supportive measures for homeless individuals rather than constructing permanent housing solutions, which excludes classifications like 'housing,' 'incremental,' 'social,' 'market,' 'urban,' or 'rural' in this context.",False,True,False,False,False,False,False,False
"A LA RÉALISATION DES DROITS POUR TOUS LES ENFANTS Background:  Specifieke doelstelling voor dit landenluik is: 'De rechten van kwetsbare kinderen worden versterkt, geïmplementeerd en geconsolideerd 'De bereikte directe doelgroep betreft straatkinderen, favelakinderen, kinderen in conflict met de wet en de uit het binnenland migrerende kinderen die in de aangroeiende favela's van de nieuw geïndustrialiseerde steden terechtkomen. Het ingezette partnerbestand wordt uitgebreid naar zes lokale organisaties (AMAR, CEDECA, CESAC, FAVOS DE MEL, PAMEN , REDE RIO CRIANÇA) en telt onderling complementaire specialisaties voor zowel opvang, integratie, kinderrechten sensibilisatie als beleidsbeïnvloeding. Alle partners werken tevens met de gezinnen en leefgemeenschappen rondom het kind. Integratieve processen en toenemende preventieve interventies, ingebed in de leefsfeer van het kind, worden zo opgewaardeerd in het programma. Via capaciteitsversterking wil KIYO de lokale partners doen uitgroeien tot sterke organisaties, die hun resultaten en doelstellingen behalen en kunnen behouden. KIYO biedt ondersteuning op beheersmatig vlak (institutioneel, financieel, organisationeel), op inhoudelijk vlak (kinderrechtenbenadering) en op vlak van netwerking en beleidsbeïnvloeding door het systematisch opbouwen van de vaardigheden die hiervoor nodig zijn en die leiden tot een verhoogde internationale aandacht voor kinderrechten. - General objective:  A caminho dos direitos da Criança : Op weg naar de verwerving van kinderrechten - Specific objective:  De rechten van kwetsbare kinderen worden versterkt, geïmplementeerd en geconsolideerd - Results:  1.  De familiale en sociale re -integratie van kwetsbare kinderen is verbeterd dankzij toepassing van alternatieve NGO - modellen. 2.  Kinderen en volwassenen zijn zich bewust van de rechten van het kind en de stappen die zij kunnen ondernemen om de leefomgeving en kansen van kinderen te verbeteren. 3.  Eind 2016 is een overgangsproces ingezet van een politiek van nultolerantie t.a.v kwetsbare kinderen naar een kindvriendelijke aanpak die inclusie bevordert en stapsgewijs verankerd wordt in het lokale beleid. 4.   Lokale partners zijn duurzaam georganiseerd, beheren de projecten op een efficiënte manier en staan samen sterk om de rechten van het kind te beschermen en te bevorderen. -",15160,False,False,False,False,False,False,True,False,"The text primarily focuses on the rights of vulnerable children and improving their social integration through partnerships with local organizations. It mentions specific groups such as street children, favela children, children in conflict with the law, and internally displaced children settling in urban favelas. The initiative aims to strengthen and implement the rights of these children by collaborating with community families and integrating them into society. Although no explicit mention is made of housing or shelter provision, the context strongly implies an urban setting due to references to 'favela' areas within newly industrialized cities. Therefore, while there's a significant emphasis on social integration and child rights, the mention of favelas in an urban context suggests relevance to 'Urban'. The text does not explicitly address transitional, incremental, or homelessness shelters, nor does it focus directly on housing construction or policy.",False,False,False,False,True,False,True,False
