text,sector_code,Housing DK,Homelessness DK,Transitional DK,Incremental DK,Social DK,Market DK,Urban DK,Rural DK,thoughts AI,Housing AI,Homelessness AI,Transitional AI,Incremental AI,Social AI,Market AI,Urban AI,Rural AI
"FIGHT FOR PEACE INTERNATIONAL Primary goal (Comic Relief): Children and young people at risk. Related issues (Comic Relief): NULL. Summary: In Mare favela, one of the most dangerous slums in Rio de Janeiro, Brazil, drug-related gun violence is the primary cause of death of young people. Key drivers for youth participation in crime and violence include poverty, low levels of education, social marginalisation, violence from state forces and armed groups, dysfunctional families, and a lack of leisure facilities. This project will extend a tried and tested approach that offers personal development, sports, education and employment opportunities and social support services to vulnerable young people in the favela, enabling young people to realise their full potential and increasing social cohesion and peace in the target communities. Full grant commitment: GBP 468 thousand.",11330,False,False,False,False,False,False,True,False,"The activity title and description focus on providing vocational training and personal development opportunities for children and young people at risk in a favela in Rio de Janeiro, Brazil. The key issues addressed include poverty, low education levels, social marginalization, violence, dysfunctional families, and lack of leisure facilities. The project aims to offer sports, education, employment opportunities, and social support services to vulnerable youth, enhancing their potential and fostering social cohesion and peace.

Considering the definitions provided for each class:
- **Housing**: There is no explicit mention of housing provision or related activities.
- **Homelessness**: The text does not describe tents, encampments, or shelters specifically for the homeless.
- **Transitional**: No reference to emergency shelters, refugee camps, or temporary supportive housing is made.
- ",False,False,False,False,False,False,True,False
"AFFORDABLE AND SOCIAL HOUSING II Framework loan to be made available to several financial intermediaries for the funding of affordable and social housing projects and associated urban infrastructure, including social amenities, throughout South Africa. (SECTOR CODE : 41201400 - hous",43030,False,False,False,False,True,False,True,False,"The activity title and description mention 'affordable and social housing projects' which directly relates to both 'Social' and 'Market' classes due to the reference to community-oriented housing ('social') and affordability aspects often associated with market dynamics. The phrase 'associated urban infrastructure, including social amenities' suggests an emphasis on urban settings, aligning it with the 'Urban' class as well. While there is a strong indication of the activity being in South Africa, which can be both urban and rural, the focus on housing projects and urban infrastructure implies an urban context. The mention of funding through financial intermediaries also supports the 'Market' classification due to economic transactions involved. There are no explicit mentions of homelessness, transitional shelters, or incremental improvements like slum upgrading, so those classes do not apply here.",False,False,False,False,True,True,True,False
"DEVELOPENT OF TOURISTIC POTENCIAL IN THE IMERETI REGION. SUPPORT FOR THE LOCAL LABOUR MARKET. Projekt mia? na celu wzmocnienie potencja?u ekonomicznego rejonu Imereti poprzez rozwój lokalnej turystyki i popularyzacje zatrudnienia w turystyce. Rejon zasta? wybrany ze wzgl?du brak ?wiadomo?ci biznesu turystycznego w rejonie przy jednoczesnym potencjale zabytków, przyrody oraz atrakcji turystycznych a tak?e przez wzgl?d na nowe mo?liwo?ci rozwoju turystyki poprzez uruchomione w 2013 roku tanie przeloty z ró?nych krajów Europy do Kutaisi (najwi?ksze miasto rejonu Imereti). Projekt jest przemy?lany i kompleksowy. Cel ogólny zostanie zrealizowany poprzez 3 sk?adowe projektu: 1. stworzenie opisu atrakcji turystycznych rejonu Imereti wraz z mapk?. Nast?pnie stworzenie portalu tematycznego - turystucznego o rejonie Imereti oraz dystrybucja materia?ów po?ród wszystkich zainteresowanych firm, instytucji i punktów informacyjnych (dystrybucja egzemplarzy drukowanych oraz materia?ów z mo?liwo?ci? samodzielnego wydruku). Wszystkie materia?y dost?pne s? w j?zyku gruzi?skim oraz angielskim. 2. Szkolenie przewodników turystycznych rejonu. 3. Szkolenie osób dostarczaj?cych us?ugi oraz produkty, b?d?ce potencjalnym zakupem turystów - restauracje, sklepiki, noclegi, jazda konna czy lepienie tradycyjnych form gruzi?skich z gliny. Szkolenie to dotyczy?o podej?cia biznesowego do klienta, zrozumienie mechanizmów i potrzeb rynku oraz potencja?u turystycznego rejonu. Turyst?, który jest po?rednim odbiorc? tego projektu, jest turysta o ?redniej zasobno?ci portfela, nie szukaj?cy dóbr i warunków luksusowych. Dodatkowym elementem by?a realizacja 5 artyku?ów na temat rejonu Imereti oraz publikacja ich na portalu NaTemat.",33210,False,False,False,False,False,False,False,False,"The activity title and description focus on the development of tourism potential in the Imereți region, supporting the local labor market through initiatives such as creating a tourist attraction description, developing a thematic website, distributing materials, training tour guides, and training service providers. The activities are aimed at enhancing economic opportunities in the region by leveraging its historical, natural, and tourism attractions, alongside newly available flight options to Kutaisi.

The text does not mention any housing-related terms or concepts such as provision of shelter, upgrading inadequate housing, slum upgrading, community land trusts, cooperative housing, public housing, emergency shelters, refugee camps, tents for the homeless, or homelessness. Instead, it focuses on tourism development and business opportunities in a specific region.

There is no explicit mention of urban or rural classifications related to activities in specific locations; however, the reference to Kutaisi as the largest city in the Imereți region could imply an urban context. The description does not align with any other classes such as transitional, incremental, social, or market housing categories.

The primary focus is on tourism policy and administrative management rather than housing or related sectors.",False,False,False,False,False,False,True,False
"METHODS AND INSTRUMENTS FOR THE POVERTY REDUCTION , HOUSING IMPROVEMENTS AND ADJUSTMENT LAND. SOCIAL SECURITY CHARGES AND INSURANC THE PROJECT AIMS TO SUPPORT DISADVANTAGED COMMUNITIES IMPROVING THEIR CAPACITY FOR INCOME GENERATION AND TO HAVE HEALTHIER HOMES",43030,True,False,False,True,True,False,False,False,"The activity title and description mention 'urban development and management' which indicates a focus on urban areas. The phrase 'housing improvements' directly aligns with the definition of the 'Housing' class, as it involves upgrading inadequate housing. Additionally, the project aims to support disadvantaged communities by improving their capacity for income generation and having healthier homes, which may imply efforts related to social aspects such as community involvement or public welfare. However, there is no explicit mention of terms like 'community land trusts', 'cooperative housing', or 'public housing' that are specifically required for the 'Social' class. The reference to 'METHODS AND INSTRUMENTS FOR THE POVERTY REDUCTION' and 'ADJUSTMENT LAND' suggests broader urban development efforts but doesn't explicitly match any other specific classes like 'Transitional', 'Incremental', or 'Market'. Given that the activity is described under 'urban development and management', it fits well within the 'Urban' class. The focus on disadvantaged communities also hints at social elements, but without explicit terms required for classification as 'Social'.",True,False,False,False,False,False,True,False
"CONSTRUCTION OF 15 HOUSES FOR POOR FAMILIES IN SOUTHERN INDIA Título completo del proyecto: Construcción de 15 viviendas, para familias pobres, en el sur de la India :: Aportación del capital inicial para la construcción de 15 viviendas para familias de las denominadas   clases bajas   en el taluk (municipios agrupados) de Haliyal, distrito de Uttara Kannada, Estado de Karnataka, India. Con este capital inicial (18,19 % del presupuesto total) del que carecen por completo estas familias, se puede iniciar la obra de la vivienda, que es requisito del Gobierno del Estado de Karnataka para acceder a otra subvención de mayor cuantía (68,18 % del coste de la vivienda), y la propia contribución de los beneficiarios con su trabajo (13,63 % aproximadamente del presupuesto).",16040,True,False,False,False,False,False,False,True,"The activity title and description provided focus on the construction of low-cost housing for poor families in Southern India. The key points to consider are: 

1. **Housing**: The text explicitly mentions the 'construction of 15 houses' which directly aligns with the definition of providing or constructing housing.
2. **Social**: While not mentioned explicitly, the description involves aiding low-income families and working with government subsidies, which can be associated with social housing efforts aimed at supporting disadvantaged communities.
3. **Rural**: The project is located in Haliyal, a taluk (group of municipalities) within Uttara Kannada district in Karnataka, India. This suggests that the activities are taking place in rural settings given the context and typical characteristics of such areas in India.

The text does not mention homelessness, transitional housing situations like refugee camps or emergency shelters, incremental improvements to existing structures, market-rate housing initiatives, or specific urban locations. Therefore, these categories do not apply based on the provided description.",True,False,False,False,True,False,False,True
"MEDICAL AND PHYSIOLOGICAL ASSISTANCE FOR TRANSMIGRATED POPULATION, VICTIM OF VIOLENCE IN MEXICO. Contribuir a la mejora de la situación médica y humanitaria de la población transmigrante victima de violencia en México, proporcionando asistencia médica de calidad, priorizando la población migrante más vulnerable y ampliando la atención a las estaciones de mgiración, solicitantes de condición de refugio y población que no acude a los albergues.",12220,False,False,False,False,False,False,False,False,"The activity title and description provided focus on providing medical and physiological assistance to a transmigrated population that has been victims of violence in Mexico. The key elements here are the provision of medical care, prioritization of vulnerable migrant populations, and expansion of services to migration stations and individuals not attending shelters.

1. **Housing:** There is no explicit mention of housing provision or shelter activities.
2. **Homelessness:** No direct reference to tents for homeless people, encampments, or homeless shelters.
3. **Transitional:** The description mentions assistance to a transmigrated population and individuals at migration stations, which may imply temporary living situations akin to transitional shelters like refugee camps or emergency shelters, although it is not explicitly stated as such.
4. **Incremental:** There is no mention of housing sites, slum upgrading, structural repairs, or neighborhood integration.
5. **Social:** No reference to community land trusts, cooperative housing, or public housing.
6. **Market:** The description does not discuss home-rental, mortgages, rent-to-own housing, or market-rate housing.
7. **Urban:** There is no specific mention of activities in urban locations.
8. **Rural:** Similarly, there is no explicit reference to rural activities.

The focus is primarily on medical assistance and humanitarian support rather than direct involvement with the housing sector. However, given that the population assisted includes migrants at migration stations who may not be using shelters, it could tangentially relate to transitional living situations.",False,False,True,False,False,False,False,False
OWN CALL FOR PROPOSALS. PROJECT: COLLABORATION IN IMPROVING THE HABITAT OF NDJORÉ III Estudiar las posibles mejoras y ampliaciones de las viviendas resolviendo problemas de salubridad y poca durabilidad. Censar a la población. Valorar la integridad constructiva de las 83 casas autoconstruidas y proponer mejoras. Investigación de las técnicas locales para elaborar las propuestas de un falso techo que mejore el confort térmico en las viviendas. Construir e instalar 2 prototipos.,16040,True,False,False,False,False,False,False,False,"The activity title and description provided focus on improving the habitat of a specific area, NDJORÉ III. The key activities mentioned include studying possible improvements and expansions of housing to address health and durability issues, census-taking, evaluating the structural integrity of self-constructed houses, proposing enhancements, researching local techniques for comfort improvement (specifically thermal comfort), and constructing and installing prototypes. These tasks are closely related to upgrading existing housing conditions and providing technical assistance for housing improvements.

The mention of 'vivings' and focus on improving their conditions aligns with the definition of 'Housing,' which includes upgrading inadequate housing, provision of basic services in inadequate housing, and construction-related activities. The description does not explicitly mention homelessness, transitional shelters, or incremental sites but rather focuses on existing structures that require improvement.

There is no explicit reference to social housing models like community land trusts or cooperative housing, nor is there a clear indication of market-rate housing activities such as mortgages or rent-to-own arrangements. Additionally, the description does not specify whether these activities are taking place in an urban or rural setting, though 'NDJORÉ III' might imply a specific locality without further context.

Therefore, the most fitting classification for this activity is 'Housing,' given its focus on improving existing housing conditions and infrastructure.",True,False,False,False,False,False,False,False
SHELTER AND URBAN SERVICES FOR VULNERABLE SYRIAN IDPS The program puts into action the decision of the Federal Council to implement the international cooperation in the field of migration as described in the report IMZ (Internationale Migrationszusammenarbeit) of February 2011. It will fund activities of the Federal Office for Migration (FOM) aiming to defend Swiss interests (basically in the field of return)  and to promote coherent migration policies in the countries of origin of asylum seekers.,72010,False,False,True,False,False,False,True,False,"The activity title 'SHELTER AND URBAN SERVICES FOR VULNERABLE SYRIAN IDPS' suggests a focus on providing shelter, which could relate to several classes. The term 'shelter' aligns with the 'Transitional' class as it often refers to emergency or temporary housing solutions for displaced persons. Additionally, the mention of 'URBAN SERVICES' indicates activities in urban settings, pointing towards the 'Urban' class. There is no explicit mention of homelessness shelters or encampments, so the 'Homelessness' class does not apply. The context involves Syrian internally displaced persons (IDPs), which suggests a focus on temporary or emergency solutions rather than permanent housing, reinforcing the 'Transitional' classification. The activity is described in an urban context, supporting the 'Urban' classification as well.",False,False,True,False,False,False,True,False
COMPREHENSIVE DEVELOPMENT OF MARGINAL COMMUNITIES IN DELHI - GOOD NEIGHBOUR PROJECT 2013 To provide comprehensive outreach and shelter for the homeless of Delhi in two areas - Yamuna Pushta (for men) and Jama Masjid (for single women) - by providing psychosocial care and building awareness of and access to basic rights and public programs.,16010,False,True,False,False,False,False,True,False,"The activity described focuses on providing outreach, shelter, and support for the homeless in specific areas of Delhi, namely Yamuna Pushta and Jama Masjid. The project includes psychosocial care and aims to enhance awareness of rights and access to public programs. This aligns with several classes based on the definitions provided:

1. **Homelessness**: The activity explicitly mentions providing shelter for the homeless in two areas, which directly matches the definition of homelessness.

2. **Transitional**: The project involves creating shelters for the homeless, which can be considered a form of emergency or temporary supportive housing, fitting the transitional category.

3. **Urban**: The project is located in specific urban areas within Delhi (Yamuna Pushta and Jama Masjid), making it an urban activity.

The other classes such as Housing, Incremental, Social, Market, and Rural do not directly apply based on the description provided.",False,True,True,False,False,False,True,False
"A LA RÉALISATION DES DROITS POUR TOUS LES ENFANTS Background:  Specifieke doelstelling voor dit landenluik is: 'De rechten van kwetsbare kinderen worden versterkt, geïmplementeerd en geconsolideerd 'De bereikte directe doelgroep betreft straatkinderen, favelakinderen, kinderen in conflict met de wet en de uit het binnenland migrerende kinderen die in de aangroeiende favela's van de nieuw geïndustrialiseerde steden terechtkomen. Het ingezette partnerbestand wordt uitgebreid naar zes lokale organisaties (AMAR, CEDECA, CESAC, FAVOS DE MEL, PAMEN , REDE RIO CRIANÇA) en telt onderling complementaire specialisaties voor zowel opvang, integratie, kinderrechten sensibilisatie als beleidsbeïnvloeding. Alle partners werken tevens met de gezinnen en leefgemeenschappen rondom het kind. Integratieve processen en toenemende preventieve interventies, ingebed in de leefsfeer van het kind, worden zo opgewaardeerd in het programma. Via capaciteitsversterking wil KIYO de lokale partners doen uitgroeien tot sterke organisaties, die hun resultaten en doelstellingen behalen en kunnen behouden. KIYO biedt ondersteuning op beheersmatig vlak (institutioneel, financieel, organisationeel), op inhoudelijk vlak (kinderrechtenbenadering) en op vlak van netwerking en beleidsbeïnvloeding door het systematisch opbouwen van de vaardigheden die hiervoor nodig zijn en die leiden tot een verhoogde internationale aandacht voor kinderrechten. - General objective:  A caminho dos direitos da Criança : Op weg naar de verwerving van kinderrechten - Specific objective:  De rechten van kwetsbare kinderen worden versterkt, geïmplementeerd en geconsolideerd - Results:  1.  De familiale en sociale re -integratie van kwetsbare kinderen is verbeterd dankzij toepassing van alternatieve NGO - modellen. 2.  Kinderen en volwassenen zijn zich bewust van de rechten van het kind en de stappen die zij kunnen ondernemen om de leefomgeving en kansen van kinderen te verbeteren. 3.  Eind 2016 is een overgangsproces ingezet van een politiek van nultolerantie t.a.v kwetsbare kinderen naar een kindvriendelijke aanpak die inclusie bevordert en stapsgewijs verankerd wordt in het lokale beleid. 4.   Lokale partners zijn duurzaam georganiseerd, beheren de projecten op een efficiënte manier en staan samen sterk om de rechten van het kind te beschermen en te bevorderen. -",15160,False,False,False,False,False,False,True,False,"The activity title and description focus on the realization of rights for all children, particularly vulnerable groups such as street children, favela children, children in conflict with the law, and internally displaced children settling in growing favelas of newly industrialized cities. The primary objective is to strengthen, implement, and consolidate the rights of these vulnerable children through partnerships with local organizations that specialize in various areas including child protection, integration, awareness raising about children's rights, and policy influence.

The description mentions specific urban locations (favelas) where activities are taking place, which aligns with the 'Urban' classification. The focus is on integrating children into their communities and improving living environments, which might relate to housing-related issues but not explicitly described as such in terms of construction or provision of shelter.

The description does not mention any direct involvement with homelessness (tents, encampments, shelters), transitional housing (emergency shelters, refugee camps), incremental housing improvements (housing sites, structural repairs), social housing models (community land trusts, cooperative housing, public housing), market-related activities (home-rental, mortgages), or rural settings. Therefore, these classifications do not apply.

Overall, the primary focus is on urban areas and child rights within those contexts, with an emphasis on community integration and improving living conditions for vulnerable children.",False,False,False,False,False,False,True,False
