text,sector_code,Housing DK,Homelessness DK,Transitional DK,Incremental DK,Social DK,Market DK,Urban DK,Rural DK,thoughts AI,Housing AI,Homelessness AI,Transitional AI,Incremental AI,Social AI,Market AI,Urban AI,Rural AI
"FIGHT FOR PEACE INTERNATIONAL Primary goal (Comic Relief): Children and young people at risk. Related issues (Comic Relief): NULL. Summary: In Mare favela, one of the most dangerous slums in Rio de Janeiro, Brazil, drug-related gun violence is the primary cause of death of young people. Key drivers for youth participation in crime and violence include poverty, low levels of education, social marginalisation, violence from state forces and armed groups, dysfunctional families, and a lack of leisure facilities. This project will extend a tried and tested approach that offers personal development, sports, education and employment opportunities and social support services to vulnerable young people in the favela, enabling young people to realise their full potential and increasing social cohesion and peace in the target communities. Full grant commitment: GBP 468 thousand.",11330,False,False,False,False,False,False,True,False,"The description of FIGHT FOR PEACE INTERNATIONAL's project in Mare favela provides several clues for classification. The focus is on addressing issues within a slum, which suggests elements related to housing conditions and urban challenges. Specifically, the mention of drug-related gun violence as a primary cause of death among young people highlights severe social problems within this environment. Key drivers such as poverty, low education levels, social marginalisation, dysfunctional families, and lack of leisure facilities suggest systemic issues affecting living conditions in the slum. The project aims to offer personal development, sports, education, employment opportunities, and social support services, which indirectly relate to improving the housing sector by addressing its broader social context. The target area being a favela indicates an urban location. Although there is no explicit mention of housing construction or provision, upgrading inadequate housing can be inferred as part of slum improvement efforts. Therefore, based on these considerations, relevant classifications include 'Urban' and potentially 'Incremental' given the focus on community integration and support.",False,False,False,True,False,False,True,False
"AFFORDABLE AND SOCIAL HOUSING II Framework loan to be made available to several financial intermediaries for the funding of affordable and social housing projects and associated urban infrastructure, including social amenities, throughout South Africa. (SECTOR CODE : 41201400 - hous",43030,False,False,False,False,True,False,True,False,"The text describes a 'framework loan' aimed at providing funds to multiple financial intermediaries for 'affordable and social housing projects'. The focus is on both affordable housing and specifically 'social housing', which are explicitly mentioned in the text. Additionally, the context involves urban infrastructure and social amenities, suggesting activities that align with broader urban development, especially given the inclusion of urban infrastructure and social amenities as part of the initiative. This implies a connection to urban settings. There's no mention of homelessness, transitional shelters, incremental projects like slum upgrading or neighborhood integration in the text provided, nor are there any explicit references to market-rate housing activities such as mortgages or rent-to-own arrangements. The project is also based within South Africa, which could imply both urban and rural settings; however, without specific mentions of rural areas, the focus seems more on general social housing which often targets urban settings for infrastructure development.",True,False,False,False,True,False,True,False
"DEVELOPENT OF TOURISTIC POTENCIAL IN THE IMERETI REGION. SUPPORT FOR THE LOCAL LABOUR MARKET. Projekt mia? na celu wzmocnienie potencja?u ekonomicznego rejonu Imereti poprzez rozwój lokalnej turystyki i popularyzacje zatrudnienia w turystyce. Rejon zasta? wybrany ze wzgl?du brak ?wiadomo?ci biznesu turystycznego w rejonie przy jednoczesnym potencjale zabytków, przyrody oraz atrakcji turystycznych a tak?e przez wzgl?d na nowe mo?liwo?ci rozwoju turystyki poprzez uruchomione w 2013 roku tanie przeloty z ró?nych krajów Europy do Kutaisi (najwi?ksze miasto rejonu Imereti). Projekt jest przemy?lany i kompleksowy. Cel ogólny zostanie zrealizowany poprzez 3 sk?adowe projektu: 1. stworzenie opisu atrakcji turystycznych rejonu Imereti wraz z mapk?. Nast?pnie stworzenie portalu tematycznego - turystucznego o rejonie Imereti oraz dystrybucja materia?ów po?ród wszystkich zainteresowanych firm, instytucji i punktów informacyjnych (dystrybucja egzemplarzy drukowanych oraz materia?ów z mo?liwo?ci? samodzielnego wydruku). Wszystkie materia?y dost?pne s? w j?zyku gruzi?skim oraz angielskim. 2. Szkolenie przewodników turystycznych rejonu. 3. Szkolenie osób dostarczaj?cych us?ugi oraz produkty, b?d?ce potencjalnym zakupem turystów - restauracje, sklepiki, noclegi, jazda konna czy lepienie tradycyjnych form gruzi?skich z gliny. Szkolenie to dotyczy?o podej?cia biznesowego do klienta, zrozumienie mechanizmów i potrzeb rynku oraz potencja?u turystycznego rejonu. Turyst?, który jest po?rednim odbiorc? tego projektu, jest turysta o ?redniej zasobno?ci portfela, nie szukaj?cy dóbr i warunków luksusowych. Dodatkowym elementem by?a realizacja 5 artyku?ów na temat rejonu Imereti oraz publikacja ich na portalu NaTemat.",33210,False,False,False,False,False,False,False,False,"The text describes a project focused on the development of tourism potential in the Imereti region, including support for the local labor market through training and promotional activities. The main aim is to boost economic potential by promoting tourism-related employment and increasing awareness about local attractions. Key elements include creating tourism descriptions, developing a thematic portal, distributing materials, training tour guides, and providing business skills training to service providers. There is no direct mention of housing or homelessness, transitional, incremental, social, market, urban, or rural classifications in the specific definitions provided for each class. The focus seems to be on boosting tourism rather than any form of housing provision or related activities.",False,False,False,False,False,False,False,False
"METHODS AND INSTRUMENTS FOR THE POVERTY REDUCTION , HOUSING IMPROVEMENTS AND ADJUSTMENT LAND. SOCIAL SECURITY CHARGES AND INSURANC THE PROJECT AIMS TO SUPPORT DISADVANTAGED COMMUNITIES IMPROVING THEIR CAPACITY FOR INCOME GENERATION AND TO HAVE HEALTHIER HOMES",43030,True,False,False,True,True,False,False,False,"The given text discusses poverty reduction, housing improvements, and adjustments in land. It focuses on supporting disadvantaged communities by enhancing their capacity for income generation and improving the healthiness of homes. The explicit mention of 'housing improvements' aligns with activities related to upgrading inadequate housing or construction of housing, which fits under the 'Housing' category. Additionally, since it targets disadvantaged communities likely facing inadequate living conditions, there might be an element of 'Incremental', as it may involve slum upgrading or similar activities to enhance existing structures or neighborhoods. There's no mention of urban or rural locations specifically, nor any reference to homelessness shelters, transitional housing, social models like community land trusts, market-rate housing models, or specific urban/rural contexts, so these categories are less applicable.",True,False,False,True,False,False,False,False
"CONSTRUCTION OF 15 HOUSES FOR POOR FAMILIES IN SOUTHERN INDIA Título completo del proyecto: Construcción de 15 viviendas, para familias pobres, en el sur de la India :: Aportación del capital inicial para la construcción de 15 viviendas para familias de las denominadas   clases bajas   en el taluk (municipios agrupados) de Haliyal, distrito de Uttara Kannada, Estado de Karnataka, India. Con este capital inicial (18,19 % del presupuesto total) del que carecen por completo estas familias, se puede iniciar la obra de la vivienda, que es requisito del Gobierno del Estado de Karnataka para acceder a otra subvención de mayor cuantía (68,18 % del coste de la vivienda), y la propia contribución de los beneficiarios con su trabajo (13,63 % aproximadamente del presupuesto).",16040,True,False,False,False,False,False,False,True,"The project title and description focus on the construction of housing units for poor families in a rural area of Southern India. The specific mention of 'Construction of 15 houses' directly relates to the provision of housing as defined by building structures, which matches the 'Housing' class. Additionally, the location specified as Uttara Kannada district in Karnataka is a rural setting, matching the 'Rural' class due to its explicit description of activities in specific rural locations. There are no references or implications towards homelessness, transitional shelters like emergency or temporary housing, incremental approaches such as slum upgrading or structural repairs, social structures like community land trusts or public housing, market-based solutions including mortgages or home rentals, or urban-centric activities.",True,False,False,False,False,False,False,True
"MEDICAL AND PHYSIOLOGICAL ASSISTANCE FOR TRANSMIGRATED POPULATION, VICTIM OF VIOLENCE IN MEXICO. Contribuir a la mejora de la situación médica y humanitaria de la población transmigrante victima de violencia en México, proporcionando asistencia médica de calidad, priorizando la población migrante más vulnerable y ampliando la atención a las estaciones de mgiración, solicitantes de condición de refugio y población que no acude a los albergues.",12220,False,False,False,False,False,False,False,False,"The given text describes an initiative focused on providing medical and physiological assistance to transmigrated populations who are victims of violence in Mexico. The primary focus is on improving the medical and humanitarian situation by offering quality medical aid, prioritizing vulnerable migrant groups, and extending care to migration stations, asylum seekers, and those not using shelters. Let's analyze the potential classifications:

- **Housing**: The text does not mention housing provision, shelter, or any direct activities related to construction, upgrading, or urban development.
- **Homelessness**: Although it mentions that assistance extends to populations who do not use shelters, there is no explicit reference to providing tents, encampments, or shelters for the homeless.
- **Transitional**: The text does mention supporting asylum seekers and those in migration stations, which could align with transitional activities like temporary supportive housing or emergency shelters. However, this connection isn't explicit enough.
- **Incremental**: There's no discussion about housing sites, technical assistance, slum upgrading, structural repairs, or neighborhood integration.
- **Social**: No reference to community land trusts, cooperative housing, or public housing is present in the text.
- **Market**: The initiative doesn't discuss market-rate housing, home rentals, mortgages, or rent-to-own options.
- **Urban**: While Mexico as a country has urban areas, there's no specific mention of activities focused on any particular urban location.
- **Rural**: Similarly, there is no explicit reference to rural locations in the context described.

Given these considerations, the text fits best within the scope of transitional due to its focus on asylum seekers and migration stations, which are often related to temporary housing solutions.",False,False,True,False,False,False,False,False
OWN CALL FOR PROPOSALS. PROJECT: COLLABORATION IN IMPROVING THE HABITAT OF NDJORÉ III Estudiar las posibles mejoras y ampliaciones de las viviendas resolviendo problemas de salubridad y poca durabilidad. Censar a la población. Valorar la integridad constructiva de las 83 casas autoconstruidas y proponer mejoras. Investigación de las técnicas locales para elaborar las propuestas de un falso techo que mejore el confort térmico en las viviendas. Construir e instalar 2 prototipos.,16040,True,False,False,False,False,False,False,False,"The provided text describes a project aimed at improving the living conditions in a specific area, NDJORÉ III. The focus is on studying improvements and expansions of homes to address issues related to health and durability. It mentions tasks such as population census, assessing the structural integrity of 83 self-constructed houses, proposing enhancements, researching local techniques for creating improved roofing solutions, and constructing/installing prototypes. This indicates a direct engagement with housing quality, which falls under the 'Housing' category. The description does not mention any specific urban or rural location context beyond NDJORÉ III, so we can't decisively classify it as either 'Urban' or 'Rural'. There is no explicit reference to homelessness, transitional settings like emergency shelters or refugee camps, incremental approaches such as slum upgrading or neighborhood integration, social housing types like community land trusts or cooperative housing, nor market-related activities like mortgages. The primary focus on direct improvements and constructions of homes aligns best with the 'Housing' class.",True,False,False,False,False,False,False,False
SHELTER AND URBAN SERVICES FOR VULNERABLE SYRIAN IDPS The program puts into action the decision of the Federal Council to implement the international cooperation in the field of migration as described in the report IMZ (Internationale Migrationszusammenarbeit) of February 2011. It will fund activities of the Federal Office for Migration (FOM) aiming to defend Swiss interests (basically in the field of return)  and to promote coherent migration policies in the countries of origin of asylum seekers.,72010,False,False,True,False,False,False,True,False,"The title 'SHELTER AND URBAN SERVICES FOR VULNERABLE SYRIAN IDPS' suggests a focus on providing shelter, which could align with several classes such as Housing, Transitional, or Urban. The mention of 'IDPs' (Internally Displaced Persons) indicates that the context involves people who have been displaced within their country, often requiring temporary or transitional housing solutions like emergency shelters or refugee camps. This leans towards the Transitional category. Additionally, the phrase 'URBAN SERVICES' explicitly points to activities taking place in urban settings, which matches the Urban classification. There is no specific mention of homelessness, incremental approaches, social housing models, market-driven housing, or rural settings, so these classes are less relevant based on the given text.",False,False,True,False,False,False,True,False
COMPREHENSIVE DEVELOPMENT OF MARGINAL COMMUNITIES IN DELHI - GOOD NEIGHBOUR PROJECT 2013 To provide comprehensive outreach and shelter for the homeless of Delhi in two areas - Yamuna Pushta (for men) and Jama Masjid (for single women) - by providing psychosocial care and building awareness of and access to basic rights and public programs.,16010,False,True,False,False,False,False,True,False,"The description provided focuses on a comprehensive development initiative targeting marginal communities in Delhi, particularly addressing homelessness. The project is implemented in specific urban areas (Yamuna Pushta for men and Jama Masjid for single women), providing outreach and shelter along with psychosocial care, awareness of basic rights, and access to public programs. This aligns with several categories:

- **Homelessness**: The explicit mention of 'providing shelter for the homeless' directly classifies this under homelessness.
- **Urban**: Since the initiative is set in specific urban locations (Yamuna Pushta and Jama Masjid in Delhi), it falls under the urban category. 

Other categories such as Housing, Transitional, Incremental, Social, Market, and Rural do not seem to apply here based on the explicit descriptions provided in the text.",False,True,False,False,False,False,True,False
"A LA RÉALISATION DES DROITS POUR TOUS LES ENFANTS Background:  Specifieke doelstelling voor dit landenluik is: 'De rechten van kwetsbare kinderen worden versterkt, geïmplementeerd en geconsolideerd 'De bereikte directe doelgroep betreft straatkinderen, favelakinderen, kinderen in conflict met de wet en de uit het binnenland migrerende kinderen die in de aangroeiende favela's van de nieuw geïndustrialiseerde steden terechtkomen. Het ingezette partnerbestand wordt uitgebreid naar zes lokale organisaties (AMAR, CEDECA, CESAC, FAVOS DE MEL, PAMEN , REDE RIO CRIANÇA) en telt onderling complementaire specialisaties voor zowel opvang, integratie, kinderrechten sensibilisatie als beleidsbeïnvloeding. Alle partners werken tevens met de gezinnen en leefgemeenschappen rondom het kind. Integratieve processen en toenemende preventieve interventies, ingebed in de leefsfeer van het kind, worden zo opgewaardeerd in het programma. Via capaciteitsversterking wil KIYO de lokale partners doen uitgroeien tot sterke organisaties, die hun resultaten en doelstellingen behalen en kunnen behouden. KIYO biedt ondersteuning op beheersmatig vlak (institutioneel, financieel, organisationeel), op inhoudelijk vlak (kinderrechtenbenadering) en op vlak van netwerking en beleidsbeïnvloeding door het systematisch opbouwen van de vaardigheden die hiervoor nodig zijn en die leiden tot een verhoogde internationale aandacht voor kinderrechten. - General objective:  A caminho dos direitos da Criança : Op weg naar de verwerving van kinderrechten - Specific objective:  De rechten van kwetsbare kinderen worden versterkt, geïmplementeerd en geconsolideerd - Results:  1.  De familiale en sociale re -integratie van kwetsbare kinderen is verbeterd dankzij toepassing van alternatieve NGO - modellen. 2.  Kinderen en volwassenen zijn zich bewust van de rechten van het kind en de stappen die zij kunnen ondernemen om de leefomgeving en kansen van kinderen te verbeteren. 3.  Eind 2016 is een overgangsproces ingezet van een politiek van nultolerantie t.a.v kwetsbare kinderen naar een kindvriendelijke aanpak die inclusie bevordert en stapsgewijs verankerd wordt in het lokale beleid. 4.   Lokale partners zijn duurzaam georganiseerd, beheren de projecten op een efficiënte manier en staan samen sterk om de rechten van het kind te beschermen en te bevorderen. -",15160,False,False,False,False,False,False,True,False,"The text describes a project focused on the rights of vulnerable children in urban settings, specifically within favelas (informal settlements) and other challenging environments in new industrialized cities. The main goal is to strengthen, implement, and consolidate these children's rights through partnerships with local organizations that offer various services including shelter, integration, sensitization to child rights, and policy influence.

The project involves direct engagement with the families and communities surrounding the children, suggesting a holistic approach to integration and prevention within their living environments. This is indicative of an 'incremental' aspect as it involves upgrading social structures for better community integration.

Moreover, it describes efforts to shift from policies of zero tolerance toward vulnerable children to more inclusive approaches that are gradually embedded into local policy. The focus on urban areas like favelas and new industrialized city growth zones places a strong emphasis on the 'urban' classification.

While there is mention of shelters in the context of organizations working with families, this does not explicitly fall under transitional or homelessness categories as no specific emergency, temporary, or encampment solutions are described. The focus here remains on broader rights and integration within urban settings rather than immediate shelter needs.",False,False,False,True,False,False,True,False
