text,sector_code,Housing DK,Homelessness DK,Transitional DK,Incremental DK,Social DK,Market DK,Urban DK,Rural DK,thoughts AI,Housing AI,Homelessness AI,Transitional AI,Incremental AI,Social AI,Market AI,Urban AI,Rural AI
"FIGHT FOR PEACE INTERNATIONAL Primary goal (Comic Relief): Children and young people at risk. Related issues (Comic Relief): NULL. Summary: In Mare favela, one of the most dangerous slums in Rio de Janeiro, Brazil, drug-related gun violence is the primary cause of death of young people. Key drivers for youth participation in crime and violence include poverty, low levels of education, social marginalisation, violence from state forces and armed groups, dysfunctional families, and a lack of leisure facilities. This project will extend a tried and tested approach that offers personal development, sports, education and employment opportunities and social support services to vulnerable young people in the favela, enabling young people to realise their full potential and increasing social cohesion and peace in the target communities. Full grant commitment: GBP 468 thousand.",11330,False,False,False,False,False,False,True,False,"The activity title and description provided focus on a vocational training project aimed at addressing youth participation in crime and violence within a specific urban location, Mare favela in Rio de Janeiro, Brazil. The project involves personal development, sports, education, employment opportunities, and social support services for vulnerable young people. While the primary sector is vocational training, we need to evaluate if it aligns with any housing-related classes based on the definitions provided.

- **Housing**: There's no explicit mention of housing provision or related activities such as construction, upgrading, or policy in the description.
- **Homelessness**: The text does not describe tents, encampments, or shelters for the homeless.
- **Transitional**: No reference to emergency shelters, refugee camps, or temporary supportive housing is made.
- **Incremental**: There's no mention of slum upgrading, structural repairs, or neighborhood integration specifically related to housing.
- **Social**: The project does not explicitly involve community land trusts, cooperative housing, or public housing.
- **Market**: No elements like home-rental, mortgages, rent-to-own housing, or market-rate housing are mentioned.
- **Urban**: The activity is clearly set in an urban location, Mare favela, which is a specific urban area within Rio de Janeiro. This aligns with the 'Urban' classification.
- **Rural**: There's no indication of activities taking place in rural locations.

Based on these considerations, the only class that matches the description provided is 'Urban'.",False,False,False,False,False,False,True,False
"AFFORDABLE AND SOCIAL HOUSING II Framework loan to be made available to several financial intermediaries for the funding of affordable and social housing projects and associated urban infrastructure, including social amenities, throughout South Africa. (SECTOR CODE : 41201400 - hous",43030,False,False,False,False,True,False,True,False,"The activity title and description explicitly mention 'affordable and social housing projects,' which directly aligns with the definition of the 'Social' class due to its reference to community-oriented housing solutions like cooperative or public housing. The inclusion of 'urban infrastructure, including social amenities' suggests an urban setting for these projects, thus matching the 'Urban' class as well. The term 'affordable' in conjunction with housing also touches on aspects related to the 'Market' class since it implies financial mechanisms such as mortgages or rent-to-own models that make housing financially accessible. However, there is no explicit mention of specific urban locations, so this association with the 'Urban' class is based more on context than direct description. The activity does not explicitly describe any aspects related to homelessness, transitional housing, incremental improvements, or rural settings, nor does it focus solely on general housing provision without the social component.",False,False,False,False,True,True,True,False
"DEVELOPENT OF TOURISTIC POTENCIAL IN THE IMERETI REGION. SUPPORT FOR THE LOCAL LABOUR MARKET. Projekt mia? na celu wzmocnienie potencja?u ekonomicznego rejonu Imereti poprzez rozwój lokalnej turystyki i popularyzacje zatrudnienia w turystyce. Rejon zasta? wybrany ze wzgl?du brak ?wiadomo?ci biznesu turystycznego w rejonie przy jednoczesnym potencjale zabytków, przyrody oraz atrakcji turystycznych a tak?e przez wzgl?d na nowe mo?liwo?ci rozwoju turystyki poprzez uruchomione w 2013 roku tanie przeloty z ró?nych krajów Europy do Kutaisi (najwi?ksze miasto rejonu Imereti). Projekt jest przemy?lany i kompleksowy. Cel ogólny zostanie zrealizowany poprzez 3 sk?adowe projektu: 1. stworzenie opisu atrakcji turystycznych rejonu Imereti wraz z mapk?. Nast?pnie stworzenie portalu tematycznego - turystucznego o rejonie Imereti oraz dystrybucja materia?ów po?ród wszystkich zainteresowanych firm, instytucji i punktów informacyjnych (dystrybucja egzemplarzy drukowanych oraz materia?ów z mo?liwo?ci? samodzielnego wydruku). Wszystkie materia?y dost?pne s? w j?zyku gruzi?skim oraz angielskim. 2. Szkolenie przewodników turystycznych rejonu. 3. Szkolenie osób dostarczaj?cych us?ugi oraz produkty, b?d?ce potencjalnym zakupem turystów - restauracje, sklepiki, noclegi, jazda konna czy lepienie tradycyjnych form gruzi?skich z gliny. Szkolenie to dotyczy?o podej?cia biznesowego do klienta, zrozumienie mechanizmów i potrzeb rynku oraz potencja?u turystycznego rejonu. Turyst?, który jest po?rednim odbiorc? tego projektu, jest turysta o ?redniej zasobno?ci portfela, nie szukaj?cy dóbr i warunków luksusowych. Dodatkowym elementem by?a realizacja 5 artyku?ów na temat rejonu Imereti oraz publikacja ich na portalu NaTemat.",33210,False,False,False,False,False,False,False,False,"The provided text describes a project focused on developing the tourism potential in the Imereți region, supporting the local labor market, and enhancing economic opportunities through tourism. The project involves creating descriptions of tourist attractions, training guides, and providing business skills to local service providers. It does not explicitly mention any activities related to housing, homelessness, transitional shelters, incremental housing improvements, social housing models, market-rate housing, or specific urban/rural locations in the context of housing. Instead, it focuses on tourism development and economic support through tourism-related initiatives.",False,False,False,False,False,False,False,False
"METHODS AND INSTRUMENTS FOR THE POVERTY REDUCTION , HOUSING IMPROVEMENTS AND ADJUSTMENT LAND. SOCIAL SECURITY CHARGES AND INSURANC THE PROJECT AIMS TO SUPPORT DISADVANTAGED COMMUNITIES IMPROVING THEIR CAPACITY FOR INCOME GENERATION AND TO HAVE HEALTHIER HOMES",43030,True,False,False,True,True,False,False,False,"The activity title and description focus on urban development and management, particularly targeting poverty reduction and housing improvements. The mention of 'housing improvements' directly aligns with the 'Housing' class as it involves upgrading inadequate housing. Additionally, the context is specifically set in an urban environment, which matches the 'Urban' classification due to its explicit reference to activities within specific urban locations. There are no mentions of homelessness, transitional shelters, incremental housing services, social housing models like community land trusts or cooperative housing, market-rate housing initiatives such as mortgages or rent-to-own schemes, or rural-specific activities. Therefore, these classes do not apply.",True,False,False,False,False,False,True,False
"CONSTRUCTION OF 15 HOUSES FOR POOR FAMILIES IN SOUTHERN INDIA Título completo del proyecto: Construcción de 15 viviendas, para familias pobres, en el sur de la India :: Aportación del capital inicial para la construcción de 15 viviendas para familias de las denominadas   clases bajas   en el taluk (municipios agrupados) de Haliyal, distrito de Uttara Kannada, Estado de Karnataka, India. Con este capital inicial (18,19 % del presupuesto total) del que carecen por completo estas familias, se puede iniciar la obra de la vivienda, que es requisito del Gobierno del Estado de Karnataka para acceder a otra subvención de mayor cuantía (68,18 % del coste de la vivienda), y la propia contribución de los beneficiarios con su trabajo (13,63 % aproximadamente del presupuesto).",16040,True,False,False,False,False,False,False,True,"The activity title and description provided focus on the construction of low-cost housing specifically for poor families in Southern India. The text explicitly mentions 'construction of 15 houses' which directly aligns with the definition of the 'Housing' class, as it involves the provision of new housing units. Additionally, the context specifies that these homes are being built for 'families of the so-called lower classes,' indicating a focus on addressing inadequate housing needs and possibly upgrading living conditions for economically disadvantaged groups.

The project is situated in specific locations within Southern India (Haliyal, Uttara Kannada district, Karnataka), which could suggest an urban or rural classification. However, there is no explicit mention of whether these areas are urban or rural, so it's not possible to definitively classify the activity under 'Urban' or 'Rural' without additional information.

The description also mentions a government requirement for initial funding as a prerequisite for further subsidies, which implies some level of policy involvement. However, this does not explicitly align with any particular class beyond 'Housing.'

There is no mention of homelessness, transitional housing (such as emergency or temporary shelters), incremental improvements to existing structures, social housing models like community land trusts or cooperative housing, market-rate housing solutions, or specific urban or rural contexts that would allow for classification under those respective classes.",True,False,False,False,False,False,False,False
"MEDICAL AND PHYSIOLOGICAL ASSISTANCE FOR TRANSMIGRATED POPULATION, VICTIM OF VIOLENCE IN MEXICO. Contribuir a la mejora de la situación médica y humanitaria de la población transmigrante victima de violencia en México, proporcionando asistencia médica de calidad, priorizando la población migrante más vulnerable y ampliando la atención a las estaciones de mgiración, solicitantes de condición de refugio y población que no acude a los albergues.",12220,False,False,False,False,False,False,False,False,"The activity title and description focus on providing medical and physiological assistance to a transmigrated population that is a victim of violence in Mexico. The key elements mentioned are the improvement of medical and humanitarian situations, prioritizing vulnerable migrant populations, and expanding attention to migration stations, asylum seekers, and those not staying at shelters.

1. **Housing**: There is no explicit mention of housing provision or related activities such as shelter construction or upgrading inadequate housing.
2. **Homelessness**: The description does not specifically mention tents for the homeless, encampments, or homeless shelters.
3. **Transitional**: The text refers to providing assistance at migration stations and mentions a population that does not stay in shelters, which could imply temporary living situations often associated with transitional housing like emergency shelters or refugee camps. However, it doesn't explicitly use terms like 'emergency shelter' or 'temporary supportive housing'.
4. **Incremental**: There is no mention of slum upgrading, structural repairs, or neighborhood integration.
5. **Social**: The text does not refer to community land trusts, cooperative housing, or public housing.
6. **Market**: No explicit references are made to home-rental, mortgages, rent-to-own housing, or market-rate housing.
7. **Urban**: Although the activity is in Mexico, there's no specific mention of urban locations within the description.
8. **Rural**: Similarly, there is no explicit reference to rural areas.

The closest potential match could be 'Transitional' due to the context of migration and temporary living situations, but it lacks explicit terminology that fits the definition provided.",False,False,True,False,False,False,False,False
OWN CALL FOR PROPOSALS. PROJECT: COLLABORATION IN IMPROVING THE HABITAT OF NDJORÉ III Estudiar las posibles mejoras y ampliaciones de las viviendas resolviendo problemas de salubridad y poca durabilidad. Censar a la población. Valorar la integridad constructiva de las 83 casas autoconstruidas y proponer mejoras. Investigación de las técnicas locales para elaborar las propuestas de un falso techo que mejore el confort térmico en las viviendas. Construir e instalar 2 prototipos.,16040,True,False,False,False,False,False,False,False,"The activity title and description focus on improving the habitat of a specific area, NDJORÉ III, through various interventions such as studying improvements, addressing health issues, durability, conducting censuses, evaluating structural integrity, proposing enhancements, researching local techniques for better thermal comfort, and constructing prototypes. The emphasis is on upgrading existing housing structures rather than providing new housing or shelters. This aligns with the 'Incremental' class due to the focus on slum upgrading, housing technical assistance, and neighborhood integration through improvements and repairs. There's no explicit mention of homelessness, transitional shelters, social housing models like community land trusts, market-rate housing initiatives, or specific urban or rural settings beyond the project location. Therefore, the most fitting classification based on the description provided is 'Incremental'.",False,False,False,True,False,False,False,False
SHELTER AND URBAN SERVICES FOR VULNERABLE SYRIAN IDPS The program puts into action the decision of the Federal Council to implement the international cooperation in the field of migration as described in the report IMZ (Internationale Migrationszusammenarbeit) of February 2011. It will fund activities of the Federal Office for Migration (FOM) aiming to defend Swiss interests (basically in the field of return)  and to promote coherent migration policies in the countries of origin of asylum seekers.,72010,False,False,True,False,False,False,True,False,"The activity title and description provided focus on 'Shelter and Urban Services for Vulnerable Syrian IDPs' (Internally Displaced Persons). The key elements mentioned are shelter, urban services, and a specific target group—Syrian IDPs. This suggests involvement in providing temporary housing solutions or shelters, which aligns with the definition of 'Transitional' as it involves emergency shelters or refugee camps. Additionally, since the activities are described as being implemented within an urban context ('Urban Services'), this supports the classification under 'Urban'. The description does not explicitly mention aspects related to housing construction, homelessness, incremental improvements, social housing models, market-based solutions, or rural settings. Therefore, these classifications do not seem applicable based on the provided text.",False,False,True,False,False,False,True,False
COMPREHENSIVE DEVELOPMENT OF MARGINAL COMMUNITIES IN DELHI - GOOD NEIGHBOUR PROJECT 2013 To provide comprehensive outreach and shelter for the homeless of Delhi in two areas - Yamuna Pushta (for men) and Jama Masjid (for single women) - by providing psychosocial care and building awareness of and access to basic rights and public programs.,16010,False,True,False,False,False,False,True,False,"The activity title and description provided focus on the development of marginal communities in Delhi, specifically targeting the homeless population with outreach and shelter provision. The project involves psychosocial care and raising awareness about basic rights and public programs for men at Yamuna Pushta and single women at Jama Masjid. This suggests a direct engagement with homelessness by providing shelters and support services.

The mention of 'shelter for the homeless' aligns directly with the definition of the 'Homelessness' class, as it explicitly describes efforts to provide shelter specifically for the homeless population. The activity does not describe housing provision in terms of construction or upgrading but rather focuses on immediate shelter needs, which further supports this classification.

The project is located in Delhi, an urban setting, and thus also aligns with the 'Urban' class due to its specific location within a city. However, since there's no explicit mention of activities related to housing policy, technical assistance for housing, or other aspects defined under the 'Housing' class, it does not fit that category.

There is no indication of transitional shelters like refugee camps or temporary supportive housing, so it doesn't match the 'Transitional' class. Similarly, there's no mention of incremental improvements such as slum upgrading or neighborhood integration, so it doesn't align with the 'Incremental' class either.

The activity does not describe community land trusts, cooperative housing, or public housing, which are necessary to classify under 'Social'. It also lacks elements related to market-rate housing activities like home-rental or mortgages, excluding it from the 'Market' class. Lastly, there's no mention of rural activities, so it doesn't fit the 'Rural' classification.",False,True,False,False,False,False,True,False
"A LA RÉALISATION DES DROITS POUR TOUS LES ENFANTS Background:  Specifieke doelstelling voor dit landenluik is: 'De rechten van kwetsbare kinderen worden versterkt, geïmplementeerd en geconsolideerd 'De bereikte directe doelgroep betreft straatkinderen, favelakinderen, kinderen in conflict met de wet en de uit het binnenland migrerende kinderen die in de aangroeiende favela's van de nieuw geïndustrialiseerde steden terechtkomen. Het ingezette partnerbestand wordt uitgebreid naar zes lokale organisaties (AMAR, CEDECA, CESAC, FAVOS DE MEL, PAMEN , REDE RIO CRIANÇA) en telt onderling complementaire specialisaties voor zowel opvang, integratie, kinderrechten sensibilisatie als beleidsbeïnvloeding. Alle partners werken tevens met de gezinnen en leefgemeenschappen rondom het kind. Integratieve processen en toenemende preventieve interventies, ingebed in de leefsfeer van het kind, worden zo opgewaardeerd in het programma. Via capaciteitsversterking wil KIYO de lokale partners doen uitgroeien tot sterke organisaties, die hun resultaten en doelstellingen behalen en kunnen behouden. KIYO biedt ondersteuning op beheersmatig vlak (institutioneel, financieel, organisationeel), op inhoudelijk vlak (kinderrechtenbenadering) en op vlak van netwerking en beleidsbeïnvloeding door het systematisch opbouwen van de vaardigheden die hiervoor nodig zijn en die leiden tot een verhoogde internationale aandacht voor kinderrechten. - General objective:  A caminho dos direitos da Criança : Op weg naar de verwerving van kinderrechten - Specific objective:  De rechten van kwetsbare kinderen worden versterkt, geïmplementeerd en geconsolideerd - Results:  1.  De familiale en sociale re -integratie van kwetsbare kinderen is verbeterd dankzij toepassing van alternatieve NGO - modellen. 2.  Kinderen en volwassenen zijn zich bewust van de rechten van het kind en de stappen die zij kunnen ondernemen om de leefomgeving en kansen van kinderen te verbeteren. 3.  Eind 2016 is een overgangsproces ingezet van een politiek van nultolerantie t.a.v kwetsbare kinderen naar een kindvriendelijke aanpak die inclusie bevordert en stapsgewijs verankerd wordt in het lokale beleid. 4.   Lokale partners zijn duurzaam georganiseerd, beheren de projecten op een efficiënte manier en staan samen sterk om de rechten van het kind te beschermen en te bevorderen. -",15160,False,False,False,False,False,False,True,False,"The activity title and description provided focus on the realization of rights for all children, specifically targeting vulnerable groups such as street children, favela children, children in conflict with the law, and internally displaced migrant children. The context is set within rapidly growing urban areas, particularly favelas in newly industrialized cities. This suggests an urban setting.

The objectives include strengthening, implementing, and consolidating the rights of these vulnerable children through partnerships with local organizations. These organizations work on various fronts including shelter, integration, sensitization to child rights, and policy influence. The description mentions integrative processes and preventive interventions embedded in the living environment of the children, which implies a focus on improving their immediate surroundings.

The results highlight improvements in familial and social reintegration using alternative NGO models, increased awareness of children's rights among children and adults, and a shift towards more child-friendly policies. The description does not explicitly mention housing provision or homelessness but focuses on broader social integration and rights realization within urban settings.

Considering the expanded definition of the housing sector, the primary focus here is on improving living conditions and rights for vulnerable children in urban environments, which aligns with 'Urban' due to the specific mention of activities in favelas and newly industrialized cities. The emphasis on social integration and rights also touches upon aspects of 'Social,' though not explicitly defined as community land trusts or cooperative housing.

Overall, while there are elements related to improving living conditions and environments, the primary classification is based on the urban context and the focus on social integration within that setting.",False,False,False,False,True,False,True,False
